"","votes","user_id","review_id","stars","date","text","type","business_id"
"180","{""funny"":""0"",""useful"":""1"",""cool"":""1""}","0LzlRSXLhEsVSWFEvW_5yg","gZk2L0eJ7djY6sODiFjIEQ",4,"2013-07-11","I was pleasantly surprised by this restaurant.  Came here with no expectations.  

I was greeted by a large open (garage style) window, that opened the whole lounge bar area to the street.  It had modern furnishings and the staff were quite friendly.

Ord","review","P1fJb2WQ1mXoiudj8UE44w"
"181","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","D-tr1j_30GwKSB3e_WOYCg","wuD4dsTkOCwbeAhlNBkM2A",4,"2013-09-29","Just to start off, we were a party of 12, which is always a little difficult.  We were celebrating 2 birthdays.

We LOVED the food, it was delicious. My husband got a chicken parm sandwich, which is served on a yummy flat bread, and I got the chicken basi","review","P1fJb2WQ1mXoiudj8UE44w"
"182","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","vsL3r0yLuU5lWUe-nsujYQ","yiVdAi9xicwzMd8LGp9L5g",4,"2013-10-18","I am amazed that people can write negative reviews about Papa J's.   I have been a return customer since the early 90's and the food quality, and service, are way above average......and especially for this price range.

Kudos to management for maintaining","review","P1fJb2WQ1mXoiudj8UE44w"
"183","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","fm0SvFKHl7Vm-JYJAqvo5A","QiUfMSDKElIVk1J8BDY7fA",1,"2013-11-10","Absolutely Awful Service.  Went to Papa J's awhile ago and the service was bad - the waiter was surly, rude and unhelpful..  Decided to try it again since it is close to Stage 62.  Big mistake.  Greeted by a dour manager that seemed mad that we had a rese","review","P1fJb2WQ1mXoiudj8UE44w"
"184","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","xb6zEQCw9I-Gl0g06e1KsQ","wGeQZ-JuAOdHGpUdr6g4qQ",4,"2013-12-03","The menu has lots of choices and the food is great! The Resturante has been expanded so it's pretty large. The new section has door that they leave open during nice weather which makes for a nice ambience! The bread is great and fresh baked daily!","review","P1fJb2WQ1mXoiudj8UE44w"
"185","{""funny"":""0"",""useful"":""1"",""cool"":""0""}","0fHA8u20wh1z1u0ANsiBLA","63gqebKCZLt3ESZHBJAy2g",1,"2013-12-26","I have been to this restaurant twice and was disappointed both times. I won't go back. The first time we were there almost 3 hours. It took forever to order and then forever for our food to come and the place was empty. When I complained the manager was v","review","P1fJb2WQ1mXoiudj8UE44w"
"186","{""funny"":""1"",""useful"":""1"",""cool"":""2""}","cM9e72mfMtKKRmCnS1VGCA","OTvblKV8iEIF6VRfL7UtaA",5,"2014-02-02","Delicious!  Everything I've ever had here was great!  The white pizza is a MUST!  Always amazing!  I'm also a big fan of the chicken piccatta.  The bread that they bring to the table is delicious too!  They have a wide variety of selections on the menu an","review","P1fJb2WQ1mXoiudj8UE44w"
"187","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","dKZYPAw7K64Cqbvys4T50A","P_CZFSwcXYOkTvRkQ2aHtw",5,"2014-02-24","2nd times a charm. This place was 3.5 starts the first time I came, but stepped up large tonight.  Waitress was righteous and very fun.  Food was all excellent.  Caesar salad tasty--got with tomatoes big $ on that, fettuccini carbornara with bacon n smoky","review","P1fJb2WQ1mXoiudj8UE44w"
"188","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","zJzMAZtNiEOuC2wgDOmm7Q","UcLSql0dfS7dcXKOYU-y-g",3,"2014-03-03","Service was great. Apps delish, specifically the stuffed banana peppers & lentil with ham soup. I think I chose the wrong entree though because I ordered a cod with crabmeat special. The cod was completely tasteless with some crabmeat layed across the top","review","P1fJb2WQ1mXoiudj8UE44w"
"189","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","05ehdct-bF7YLTZTZvB5rA","P0ztxA3bmqA32AqamW60nQ",5,"2014-05-19","I love this place! The food is always so fresh and delicious. The staff is always friendly, as well.","review","P1fJb2WQ1mXoiudj8UE44w"
"190","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","Pe4QxbvKhLFHWiypevdmQg","yGDNqOZIP8nvBujq75ZDrQ",4,"2014-07-05","spinach/feta cheese salad:  B-
pesto alfredo penne :  :A+
Coconut Cake huge piece:  A+
bread small portions:  B
Service B 
host seemed grumpy, waitress good, but then she got busy .
PRICE: Pasta was $15 and the portion smallish more like a $12.99 dish 
AR","review","P1fJb2WQ1mXoiudj8UE44w"
"191","{""funny"":""0"",""useful"":""1"",""cool"":""0""}","rOJCi7LEiOlxbhHu5BjIhQ","m_v_ar95beQ5d9c1q-Ceww",5,"2014-07-29","It was just what we were looking for. The service was great. My husband had the veal sausage on green pepper appetizer in the larger size. It was great (spicy) and enough for a meal. I had the stuffed eggplant. That was very good but the sauce could have ","review","P1fJb2WQ1mXoiudj8UE44w"
"192","{""funny"":""0"",""useful"":""3"",""cool"":""0""}","KZVgUYGt4eww_GwJ2F0MrQ","RnFLiT_uca0vllufwN7qIg",1,"2014-08-03","We stopped at Papa J's last Friday night (8/1) for a round of drinks. There were 7 of us altogether and we had eaten at another restaurant earlier in the evening.  One member of our party walked up to the bar to let them know we were sitting on the couche","review","P1fJb2WQ1mXoiudj8UE44w"
"193","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","O61gWYtGlj1ZN7bmZR5slQ","Coes6xfmq0iX3evs1vIkNQ",5,"2014-09-17","Some of the best chow around--love this place. The bread and salads and soups are great.","review","P1fJb2WQ1mXoiudj8UE44w"
"194","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","k-TbSrTfjDO1Hj-eh4Bqmw","kjUbN8EZfgsb8fIYild0hQ",5,"2014-09-30","Finally, great Tuscan-style Italian food in Pittsburgh, not that tasteless stuff that locals think is Italian.

The bread was warm and fresh. The bolognese sauce was creamy and rich, and unlike most restaurants was made with veal. I love the fresh smell o","review","P1fJb2WQ1mXoiudj8UE44w"
"195","{""funny"":""0"",""useful"":""1"",""cool"":""0""}","GFLvPozOh5m_n1MYGdHpFQ","pK5_HlTAKiJkHVJAYhjg2w",2,"2014-10-06","Man has this place gone down hill.  My husband and I went a couple of weeks ago.  We had salads and pasta.  Both were on the verge of inedible.  With a single glass of wine, I felt downright robbed at the $50 price tag.  Seriously, I could have easily mad","review","P1fJb2WQ1mXoiudj8UE44w"
"196","{""funny"":""0"",""useful"":""1"",""cool"":""1""}","bmy45XLtOomcc_EvC-lXRQ","mVizSUtJ83AorDoFamS7zA",1,"2014-11-21","Food was NOT GOOD at all! My husband & I ate here a couple weeks ago for the first time. I ordered a salad & basil pesto cream pasta & my husband ordered the spinach & feta pasta. The salad was just a huge plate of spring mix (nothing else in it) with WAY","review","P1fJb2WQ1mXoiudj8UE44w"
"197","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","kRm_weZiIXfG3TRmCaRVuw","zSAvMmBK6kplHeOlazIj_Q",3,"2014-12-29","Talk about overpriced. $18 for a fairly basic pasta with some obviously frozen chicken chopped up over it. The latter was terrible, thin and flabby and rather unappealing. The pasta itself was ok, as was the sauce. The desserts are pretty good. But honest","review","P1fJb2WQ1mXoiudj8UE44w"
"198","{""funny"":""0"",""useful"":""1"",""cool"":""0""}","Ky9ypnAdN7RNkUMGRt1RMA","Fvf08zT8Hh08B_qpMcPSmw",3,"2013-03-25","I'm up in the air about how I feel regarding Emmert Dental. Being that it is located in Market Square can be both a good or bad thing. Parking is scarce not to mention you have to pay for it yet you have great restaurants and coffee places around you. The","review","xxWFOD46ubTSF3nPRM19BA"
"199","{""funny"":""0"",""useful"":""1"",""cool"":""0""}","Ky9ypnAdN7RNkUMGRt1RMA","M8-x47ly3dEd3NWd6IpMYQ",1,"2013-03-27","I've decided where I stand with Emmert Dental. They are unprofessional, rude and have no clue what they're doing (behind the desk). I will not be going back nor will I have nice things to say about them.","review","xxWFOD46ubTSF3nPRM19BA"
"200","{""funny"":""0"",""useful"":""2"",""cool"":""0""}","ryiL6-gZ5XFsogqLlqwxvA","hiidqKli7cCFo1GOGB9ZIg",1,"2014-06-22","THE WORST DENTAL EXPERIENCE OF MY LIFE.  THEY ARE BUTCHERS!  My husband and I went to Emmert Dental in Bethel Park for a routine cleaning and check up.  I had one tooth that I had a recent root canal on and a few small cavities that needed filled.  After ","review","xxWFOD46ubTSF3nPRM19BA"
"201","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","JsRoc9aJ12OsZ3PgBf-nsA","7A1dqmHu2D5rSwhzTRKexQ",1,"2014-11-20","The worst dental office I ever been. No one can beat it!!! You should avoid it at any time.","review","xxWFOD46ubTSF3nPRM19BA"
"202","{""funny"":""1"",""useful"":""1"",""cool"":""1""}","y9qnN2hUtzXUfNXeWh2GwA","bCRkJ1rtYSd3vy1KWF3M2g",1,"2013-09-28","Eat at your own risk. The service is terrible, the staff seem to be generally clueless, the management is inclined to blame the staff for their own mistakes, and there's no sense of FAST in their fast food. When we came, half of the menu board was still o","review","PK6aSizckHFWk8i0oxt5DA"
"203","{""funny"":""1"",""useful"":""1"",""cool"":""1""}","5iYis_-EF5RDfjo9yPsoFw","AnUj0CQJdd6Anz0fKFeV8A",1,"2013-12-04","My expectations for McDonalds are t rarely high. But for one to still fail so spectacularly...that takes something special!
The cashier took my friends's order, then promptly ignored me. I had to force myself in front of a cashier who opened his register ","review","PK6aSizckHFWk8i0oxt5DA"
"204","{""funny"":""2"",""useful"":""1"",""cool"":""0""}","Oc-ZZCXRsCzCXAHS4UVvoA","m-sb0OvibseecU06dnfYYg",1,"2014-06-01","I've tried to give this McDonalds a chance but my patience has run out. The only reason why I came here as much as I did is because I like the $1 iced coffees. But it's not even worth it. This McDonalds is poo and so is most of the staff. 

Whenever I wan","review","PK6aSizckHFWk8i0oxt5DA"
"205","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","8GccAq9PTpIWlp0gnCHoRQ","QTVZffco48weyu5H0YF57g",1,"2014-10-05","This McDonald's is so bad it's amazing.  

Order:  Big mac, large fries, diet coke.

The soda machine was broken.   No sodas.

Then I got to the window.  ""We rang you up for medium fries.""   (Not what I asked for)  ""Well, if you want a large, you're gonna","review","PK6aSizckHFWk8i0oxt5DA"
"206","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","zcZ_QLGy6yaFtVYzViFWNw","4eldjuGqNwHtDXpgcFMPug",1,"2010-02-12","We had the worst possible experience at the Eat N Park at Waterfront on 2/12/10 at around 10pm. Our waitress (Annemarie) was inattentive and got us the wrong order. We ended up with a dish we had not even ordered and still got charged for it on the check.","review","sRqB6flj3GtTZIZJQxf_oA"
"207","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","bSkco4ZdB7REFtDsJUVrDA","RDPh_38RwN9ZyT6B2RVB6w",5,"2012-05-24","This company represents a honest and caring company that cares about their community.  They operate a variety of businesses and restaurants including the Eat n Park locations, the new Porch in Shenley, Six and Penn Kitchen, and the new upcoming Hello Bist","review","sRqB6flj3GtTZIZJQxf_oA"
"208","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","So32N7bSbUd1RwhFtI6jTQ","oLDu_8VXEljkKEmv1XIOUw",3,"2012-08-27","They burned my fish and they burned it bad.  Ordering fish at Eat'n Park is always a gamble.  I just never know how it's going to turn out.  I'm a risk taker so I ordered two pieces of baked lemon sole. 

Well it went terribly wrong.  My waiter came out a","review","sRqB6flj3GtTZIZJQxf_oA"
"209","{""funny"":""0"",""useful"":""4"",""cool"":""3""}","So32N7bSbUd1RwhFtI6jTQ","LMJBmD7uTJHF_IWBWCd8Hw",2,"2013-05-08","Some how even though the food at this Eat'n Park is down right abominable, the smiles and laughter is always there.  How can I stay mad when the prices or so cheep? Myself my boyfriend and his nephew had lunch with milkshakes and me having a coffee it was","review","sRqB6flj3GtTZIZJQxf_oA"
"210","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","7DeM4C66zVflYNrZn_Vv9g","RKSwdhP-xQLXm6ShTwknew",3,"2009-06-10","This is a tiny Starbucks and it locations like this (although cute) makes you wonder if your really meant to hang out or just grab your coffee and leave. Leaving is always a good idea at this location anyway since you have a nice fountain in the back with","review","3gmBc0qN_LtGbZAjTtHWZg"
"211","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","WMTm9HHRA3EewoxTX1Gleg","rbS5aHwGyDJqiQOZptRJlQ",5,"2009-06-24","Friendly staff, same starbucks fair you get anywhere else.  Sometimes the lines can get long.","review","3gmBc0qN_LtGbZAjTtHWZg"
"212","{""funny"":""0"",""useful"":""1"",""cool"":""1""}","T_wjLgPOPXry7Bea4MzoVQ","uHLsTyhQN5LDc8ptZICyfw",3,"2009-11-10","Mmm...peppermint mocha

In my quest to visit every Starbucks in the USA I have stopped at yet another location.  This one is located in the center of a circle road -- very cache and in a newer part of the area.","review","3gmBc0qN_LtGbZAjTtHWZg"
"213","{""funny"":""0"",""useful"":""1"",""cool"":""1""}","vjcjHR3G_Vu-Ruo5JcLtWA","4IN_2lcUNoqGthJJACSdgg",2,"2009-11-10","Typical Starbucks coffee chain. 2 things I dont like about this Starbucks: 

1. Ive been there twice and both times the place has been dirty, compared to the other Starbucks I have been in.

2. If you have to use the bathroom, they give you a key thats at","review","3gmBc0qN_LtGbZAjTtHWZg"
"214","{""funny"":""0"",""useful"":""2"",""cool"":""0""}","bvu13GyOUwhEjPum2xjiqQ","hD8oO6oSGfCvsTKKey1Xow",2,"2011-05-12","If there was ever a ""get your coffee and go"" Starbucks, this is it. Right in the center of the Waterfront, this Starbucks has no sofa, comfy chairs, only table seating. I love the baristas here, But I don't like the location of the building.","review","3gmBc0qN_LtGbZAjTtHWZg"
"215","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","xTzu_aNCPiie5Vj11cAxyQ","mSbZfQotMz3xJ5vNAJnM9Q",3,"2012-03-04","This is a typical Starbucks. The coffee is good but the store is suprisingly dirty.","review","3gmBc0qN_LtGbZAjTtHWZg"
"216","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","bSkco4ZdB7REFtDsJUVrDA","K527ATdXzEoM8MSd7zBLBg",3,"2012-05-24","I have to agree with Joe on this one.  The baristas are extremely friendly, and the service is great, but the fact that there are no comfy chairs or couches is very unwelcoming.  I do think however that the building is beautifully ans strategically locate","review","3gmBc0qN_LtGbZAjTtHWZg"
"217","{""funny"":""1"",""useful"":""1"",""cool"":""1""}","nEYPahVwXGD2Pjvgkm7QqQ","5ClL6pOSc0LV0cKn-EXZiQ",3,"2013-01-27","I just realized they remodeled this one recently-ish. Well, in my world recently because it's been a while since I've been here.

They've added more seating which makes it way more conducive to having a meeting here. Which is my concern during the week. I","review","3gmBc0qN_LtGbZAjTtHWZg"
"218","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","-xPKyCJiK9q1OFZ7GCZwBw","kzkG0YHBlNGkCoQuqryKsA",5,"2013-06-26","Great location!  Close to shops and theatre.  Nice staff.","review","3gmBc0qN_LtGbZAjTtHWZg"
"219","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","Q3fFv_ft17OyV-NRF1iQxw","CAqMq5HbwVsyHMWAO95rjg",4,"2013-08-23","Regarding quality of beverage, this is just your average Starbucks. I can't complain but am not blown away either. However, I really like the location of this shop, which is located in the center of The Waterfront's specialty retail shops. Though in the m","review","3gmBc0qN_LtGbZAjTtHWZg"
"220","{""funny"":""0"",""useful"":""1"",""cool"":""1""}","o9XGClSBzCsQxbcCzTPdnQ","OmZbJXtVFPhOtVWrs9xq-g",4,"2014-01-06","I love the location of this Starbucks, which is why I'm giving it 4 stars. It's right smack in the middle of clothing stores, the Loews movie theater, as well as restaurants. I love grabbing a mid afternoon latte here on a Saturday while perusing various ","review","3gmBc0qN_LtGbZAjTtHWZg"
"221","{""funny"":""0"",""useful"":""1"",""cool"":""0""}","6Mflt7fworNLu031TDrDSA","iKwG_wmOX4WvED0NbLbbZw",2,"2014-02-11","This Starbucks is teeny-tiny!

Seating inside is VERY limited.  This is a Starbucks to grab and go and continue your shopping at the Waterfront.

Baristas are friendly and fast.","review","3gmBc0qN_LtGbZAjTtHWZg"
"222","{""funny"":""0"",""useful"":""1"",""cool"":""0""}","FKosz9ExVLhsrITQk5xl4g","jHi7-GytR2lSSRdf0_wM_g",3,"2014-02-20","As far as Starbucks go, this is a pretty nice one.  The baristas are friendly and while I was here, a lot of regulars must have come in, because they bantered away with almost everyone.  The bathroom was clean and well maintained and the trash wasn't over","review","3gmBc0qN_LtGbZAjTtHWZg"
"223","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","RSExP0-Boucr4QyIEzZi0A","oyOQ8uFapRgu1GTPw3IG4g",2,"2014-02-21","I'm not a huge fan of this location. I think that it was oddly built- the small, alley-like front makes it difficult to get past people on your way to/from the bathroom or tables when it's busy. And there's hardly any tables to sit at. Furthermore, people","review","3gmBc0qN_LtGbZAjTtHWZg"
"224","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","1NqTU6vbr6xdI1hDUlJ_dA","Fa42fRLXZXifjwqWEfhk5A",5,"2014-08-21","This Starbucks is 5-Star Friendly. The shift supervisor Lucious keeps the energy in there moving and light. He recently helped me with a merchandise return and embodied everything a good manager and all around mensch person should - patience, kindness, ge","review","3gmBc0qN_LtGbZAjTtHWZg"
"225","{""funny"":""0"",""useful"":""1"",""cool"":""1""}","JPPhyFE-UE453zA6K0TVgw","vw8Te7pbML59Cje1G7xbDA",5,"2014-11-22","I am always so pleased with the customer service here. For such a tiny Starbucks, the do a really great job serving the masses that come in there and still manage to take the time to be friendly in the midst of the frenzy. 

Outdoor seating in the summer ","review","3gmBc0qN_LtGbZAjTtHWZg"
"226","{""funny"":""1"",""useful"":""3"",""cool"":""2""}","nEYPahVwXGD2Pjvgkm7QqQ","MY8IZJkrDgvb7j08QWcjWg",2,"2011-11-22","For someone who straddles the line between sometimes craft-er, this store can seem vast and confusing.  There's rows and rows of baskets and bedazzling jewels and paper and...oh my...scrap booking!  When I want to find boring old felt....it's like...where","review","yHTLTr-QN-loO_7XoxS8qg"
"227","{""funny"":""0"",""useful"":""1"",""cool"":""0""}","Q3fFv_ft17OyV-NRF1iQxw","aZQpWM0sg3jsvGpf3-vt5A",3,"2012-10-23","I have been frequently shopping at this Michaels store over the last couple months since I began taking a cake decorating class and hosted a large baby shower at my home. The store has typically had the supplies that I need from cake and cupcake baking an","review","yHTLTr-QN-loO_7XoxS8qg"
"228","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","UD7Y1CqfY6mDmRwIuCf6nA","EHUlWkdLTr5A-oA0rK_49w",3,"2013-07-10","It's your typical chain craft store.  And let me reiterate that I'm not a crafts person. I walked in because I needed dial rods for some signs I had. Now for being a chain store I was a bit upset because even though they had a decent selection, the amount","review","yHTLTr-QN-loO_7XoxS8qg"
"229","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","q7MrNVt1FE23rwtWmPYWHg","3cFm9T_PtMLNALGjtCwvNg",5,"2013-12-08","It's yet another Michael's, and it's a very good one. Recommended always. For those who love crafting, Michael's is a godsend.","review","yHTLTr-QN-loO_7XoxS8qg"
"230","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","Oc-ZZCXRsCzCXAHS4UVvoA","yKewXUKzgt4WYHyEmPKhqg",5,"2014-04-04","I come here pretty frequently for art and craft supplies. Whatever Michaels doesn't have I just order online from a different retailer. Some items are pricey but you can still find some good deals. If you go all the way to the back of the store you can fi","review","yHTLTr-QN-loO_7XoxS8qg"
"231","{""funny"":""1"",""useful"":""0"",""cool"":""2""}","T2GzjxlcatJyNiyU7gk_Eg","7nGBcrgovBfv4jf5LpusOQ",2,"2014-09-14","The one good thing I can say about Michael's is that they have a wide variety of hobbies and crafts included in their selection. They've got items for woodwork, painting, knitting, kids crafts, scrapbooks, you name it. The problem is, the variety of produ","review","yHTLTr-QN-loO_7XoxS8qg"
"232","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","QSx870G-7sJGGjkH7j3obg","jmTvIRk7pWMtZfgviYh1EA",1,"2014-12-06","You would think their exorbitant prices would at least buy some decent customer service. Not at this location. 

They are totally understaffed and have almost nobody able or willing to help you find anything. This is a problem because they carry so many c","review","yHTLTr-QN-loO_7XoxS8qg"
"233","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","-V4cUmLyjk6Cv3hS0jw3hw","AMNg45U8jRzwPENj5QmDSw",4,"2009-01-04","Whenever I was at the waterfront I would eat here.  The shakes are good, as are the shoestring fries and baked beans.  The sandwiches are small thin patties of meat so you probably want at least a double.  Overall, pretty tasty.","review","6ilJq_05xRgek_8qUp36-g"
"234","{""funny"":""0"",""useful"":""0"",""cool"":""1""}","WMTm9HHRA3EewoxTX1Gleg","CtxqLHFB80H64X62p_N0Bw",4,"2009-06-24","The food is good and its CHEAP.

I mean REALLY INEXPENSIVE.

$4.00 for a burger and fries. Add a coke and its like $10.00-$13.00 for two people.  Seldom if ever crowded. 

Service can be a tad slow but hit or miss.

They also do breakfast and its a great ","review","6ilJq_05xRgek_8qUp36-g"
"235","{""funny"":""1"",""useful"":""1"",""cool"":""1""}","b6xBiEt5iQ_HZ41Qh_ZNIA","w8rwtPBWhDSYkRy8v05KjA",3,"2010-06-01","Its clean, open 24/7 with hot shoe string fries and creative milkshakes. What else do you want in life??","review","6ilJq_05xRgek_8qUp36-g"
"236","{""funny"":""0"",""useful"":""3"",""cool"":""0""}","YTHnhkhUY9m83m915xsjJg","gUI8aM4ZaHSbXB6IzfW3yw",1,"2010-06-02","This is the absolute WORST Steak N Shake I've ever been to. 

The bf and I got lost around Pittsburgh for 40 min. trying to find this location and on top of the unnecessary 1 hour wait for our food, the food itself was just so crappily made. It was so bad","review","6ilJq_05xRgek_8qUp36-g"
"237","{""funny"":""0"",""useful"":""1"",""cool"":""0""}","nCi-BpCo_4iNFPb4QWUL6w","is3AYmYOOwfspuN5mY5B9A",1,"2010-12-19","I went here at 3 PM between the lunch rush and the dinner rush, and the restaurant was maybe 20% full. I ordered the Chili Mac Supreme to go. I thought I would be in and out within 5-10 minutes. Keep in mind that this restaurant even has a drive-thru; the","review","6ilJq_05xRgek_8qUp36-g"
"238","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","PwANTxC5mSWGVeSvU1zbYg","MYrWcO00L2tk2g4iri_17Q",4,"2011-01-06","I heart Steak N Shake. I love the fact that the fries are shoestring, the burgers get to you pretty fast, they're a little greasy, and the food is super cheap.

I visited Steak and Shake on New Year's Eve in preparation for an evening of mostly tame party","review","6ilJq_05xRgek_8qUp36-g"
"239","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","Enzdhh-rV5JgC4lgg0IdFw","H1MyeQeyUw4mm8KU_0Yelw",2,"2011-03-05","Well... as Steak 'n Shake locations go, this isn't the best one around--but it is burgers and fries that are open 24-7.

The milkshakes are good!

PROS: 
Always made fresh, when you order;

CONS:
Greasy (but its burgers);
Takes longer than typical in driv","review","6ilJq_05xRgek_8qUp36-g"
"240","{""funny"":""0"",""useful"":""1"",""cool"":""0""}","cF2CgY-_zNTBtQpaP_CeVw","kFa1X4xoGBh9KTZfuY0KiA",2,"2011-05-26","In general I do like Shake N' Steak, but this location is a hit or miss location!  You never know what kind of quality or service you're going to find here.  A friend and myself went a few weeks back after a movie and it had to be one of the worst trips t","review","6ilJq_05xRgek_8qUp36-g"
"241","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","9cCTmiJ7hz35rHIdr8n9kA","YVxgBRtHt7ySocJPPc-YSw",2,"2011-06-06","Rather typical SnS.  Had a good lunch crowd.  Milkshake was good but not as good as EnP down the street.  It took to long to get the burger for some reason, 25 minutes, I realized cooked to order but this is a little long for SnS.  Ordered the Guacamole S","review","6ilJq_05xRgek_8qUp36-g"
"242","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","B5WkNWDxZ-baWoQc6DBNHA","z7Hw2U-6uMiKAec_YycSsg",3,"2011-10-21","Ah, Steak n Shake, you hit the spot after a night of drinking. Open 24 hours, drive thru or dine in, with wonderful, cheap greasy burgers, chicken fingers, breakfast sandwiches, and shoestring fries. You're faster (and cheaper!) than Eat N Park. Plus your","review","6ilJq_05xRgek_8qUp36-g"
"243","{""funny"":""0"",""useful"":""1"",""cool"":""0""}","M88CCGSukC27xGwRlXEYbQ","QVUEE1sQciQ1ryz7ppIxeA",1,"2011-12-20","The only thing worse than the food is the service.","review","6ilJq_05xRgek_8qUp36-g"
"244","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","uPp_2Ni_-I5jwzfu182Xpw","8zMpBf1UdBk8j-vclbnmcg",1,"2012-03-13","Terrible wait staff  couldn't even seat us. Before we, and another party walked out without even being greeted properly, I observed several employees traipse out the front door, several tables who were waiting for their food for a long time,  several empl","review","6ilJq_05xRgek_8qUp36-g"
"245","{""funny"":""0"",""useful"":""1"",""cool"":""0""}","7JDMwDRjhGFEpsL_vqKyRQ","TYmq32Y_0HYEOWkX7W-obQ",2,"2012-04-03","This place is s l o w....like so slow I have got up and left after waiting 30 minutes and not even being acknowledged by a server. The food is okay. Def not worth the wait. Milkshakes are just okay as well. Booooooo.","review","6ilJq_05xRgek_8qUp36-g"
"246","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","aAfpB9jz5dr4S2HLXpYWDA","IehkWcFpJZ2sE4wS3z-fbw",2,"2012-07-19","I really like the chili. Burgers are fair and salads are pretty bad. Pretty hard to mess up a side salad. As others have said you never know what kind of service you will get. Store is usually understaffed and cleanliness is fair. The staff is usually dis","review","6ilJq_05xRgek_8qUp36-g"
"247","{""funny"":""0"",""useful"":""0"",""cool"":""1""}","igSbsyeE2C0_17dFt_y_dQ","nfb5FKA5F_NGPsOLsfWlHQ",3,"2012-08-09","Fast food done right, what more can you want?

A throwback to old timey diners, steak and shake is where you get a decent meal at a good price. 

My sisters and I arrived on a Tuesday afternoon around 3pm catching their 2-4 happy hour, which we read on th","review","6ilJq_05xRgek_8qUp36-g"
"248","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","-OUKIatcSXuF-40IHcarwA","BysFiyYjT0pe3zYS0zSFrQ",4,"2012-08-20","Fast food in a resturant setting.  Considering this food is good and cheap plus you can get food to go.  Must be a reason why this place is always packed.","review","6ilJq_05xRgek_8qUp36-g"
"249","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","EMkRwX30qwweJueShN_D2w","iyLfhbXLt0s7eNf-3mDy2w",2,"2012-10-07","The food is good. Unfortunately the service is very hit or miss. The main issue seems to be with the kitchen, the waiters and waitresses are often very apologetic for the long waits and it's pretty obvious that some of them avoid the tables after taking t","review","6ilJq_05xRgek_8qUp36-g"
"250","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","x1Sc-S5HgZKhlb32yUudVA","8szcv4oGUt-_LXJAShh0Pw",1,"2013-01-25","Food is good, what you'd expect from Steak n Shake. THE SERVICE IS AWFUL. so incredibly awful. expect to take at least an hour for your meal, even when it's slow. I've been going here for years when I want a cheap meal, but the service is so so so awful. ","review","6ilJq_05xRgek_8qUp36-g"
"251","{""funny"":""1"",""useful"":""0"",""cool"":""0""}","XbSiZYwYssx92cGJQV2STw","-27CC7PrcFIDQFUbhaStYA",1,"2013-04-03","The service was fast but the food was terrible and so was the service. I had a bus to catch so I couldn't wait around waiting for the check so I went to the counter to pay. She never brought my check, never checked to see if my drink needed refilled, she ","review","6ilJq_05xRgek_8qUp36-g"
"252","{""funny"":""1"",""useful"":""1"",""cool"":""0""}","UD7Y1CqfY6mDmRwIuCf6nA","8hicrPP8-tbt8ys28QnbZg",1,"2013-05-14","I should have known better than to stop here, but I was nursing a hangover and just wanted something quick and simple.  I should kick myself for thinking of this place.

Granted I decided to go to the drive thru and knew there would be a wait.  The sign a","review","6ilJq_05xRgek_8qUp36-g"
