"","categories","name","stars","state","total"
"193","[Bars, Mexican, Nightlife, Restaurants]","[""Camacho's Cantina"",""Javier's"",""Tequila Bar and Grill"",""Chayo Mexican Kitchen + Tequila Bar"",""Paradise Cantina"",""Coconuts Beach Bar & Mexican Grill"",""Diablo's Cantina"",""ISLA Mexican Kitchen & Tequila Bar""]",3.125,"[""NV""]",8
"194","[Bars, Mexican, Sports Bars, Nightlife, Tex-Mex, Restaurants]","[""Nacho Daddy""]",3.5,"[""NV""]",1
"195","[Bars, Mexican, Tapas/Small Plates, Cocktail Bars, Nightlife, Restaurants]","[""Imperial Tacos & Beer""]",4,"[""NV""]",1
"196","[Bars, Music Venues, Arts & Entertainment, Dive Bars, Nightlife, Restaurants]","[""Cheyenne Saloon""]",3,"[""NV""]",1
"197","[Bars, Nightlife, Chinese, Restaurants]","[""Jasmine"",""Little Macau"",""Pearl""]",3.5,"[""NV""]",3
"198","[Bars, Nightlife, French, Restaurants]","[""Picasso""]",4.5,"[""NV""]",1
"199","[Bars, Nightlife, Hawaiian, Restaurants]","[""Trader Vic's""]",3,"[""NV""]",1
"200","[Bars, Nightlife, Lounges, Restaurants]","[""BJ's Cocktail Lounge West"",""The Emergency Room Lounge""]",3.25,"[""NV""]",2
"201","[Bars, Nightlife, Restaurants]","[""Chateau Beer Garden""]",3.5,"[""NV""]",1
"202","[Bars, Performing Arts, Arts & Entertainment, Nightlife, American (New), Restaurants]","[""Rose. Rabbit. Lie.""]",4,"[""NV""]",1
"203","[Bars, Pubs, Nightlife, American (New), Karaoke, Restaurants]","[""McFadden's""]",2.5,"[""NV""]",1
"204","[Bars, Pubs, Nightlife, American (New), Sports Bars, Restaurants]","[""Rebel Republic"",""The Pint"",""Sierra Gold"",""PT's"",""Millside""]",3.34375,"[""NV""]",32
"205","[Bars, Restaurants, American (Traditional), Sports Bars, Nightlife]","[""O'Aces Bar & Grill"",""Porchlight Grille"",""Legends Sports Bar & Grill"",""Mr D's Sportsbar & Grill"",""Scooter's Pub"",""Prohibition Gaming Bar & Grill"",""Michael's Pub"",""Jersey's Bar & Grill"",""All-American Bar & Grille"",""Blondies Sports Bar & Grill"",""Time-Out S",3.75,"[""NV""]",12
"206","[Bars, Restaurants, Mexican, Sports Bars, Nightlife]","[""Cadillac Mexican Kitchen & Tequila Bar""]",3,"[""NV""]",1
"207","[Bars, Restaurants, Nightlife, Diners]","[""Distill - A Local Bar"",""H2 EAU""]",3.5,"[""NV""]",2
"208","[Bars, Restaurants, Nightlife, Italian]","[""The Tap House"",""Panevino Restaurant"",""Goodfellas Bar & Restaurant"",""Mr B's Bar & Grill"",""Grotto Ristorante""]",3.5,"[""NV""]",5
"209","[Bars, Restaurants, Nightlife, Lounges, Italian]","[""Capozzoli's Italian Restaurant"",""Hyde Bellagio""]",3.75,"[""NV""]",2
"210","[Bars, Restaurants, Nightlife, Sandwiches]","[""Cabana""]",4.5,"[""NV""]",1
"211","[Bars, Restaurants, Nightlife, Tex-Mex]","[""Chili's Grill & Bar""]",3,"[""NV""]",1
"212","[Bars, Restaurants, Sports Bars, Chinese, Nightlife]","[""Four Sevens Sports Bar & Restaurant""]",4,"[""NV""]",1
"213","[Bars, Restaurants, Sports Bars, Diners, Nightlife]","[""T-Bird Lounge & Restaurant""]",4,"[""NV""]",1
"214","[Bars, Restaurants, Wine Bars, Nightlife, Italian, Pizza]","[""Dom DeMarco's Pizzeria & Bar"",""Midtown""]",4,"[""NV""]",2
"215","[Bars, Restaurants, Wine Bars, Nightlife, Steakhouses, Italian]","[""Toscano Italian Steakhouse""]",4,"[""NV""]",1
"216","[Bars, Salad, Wine Bars, Nightlife, Sandwiches, Restaurants]","[""bin 702""]",3.5,"[""NV""]",1
"217","[Bars, Seafood, Restaurants, Nightlife, Steakhouses, Sandwiches]","[""Redstone Grill""]",4,"[""NV""]",1
"218","[Bars, Spanish, Mexican, Nightlife, Restaurants]","[""La Casona Bar & Grill""]",2.5,"[""NV""]",1
"219","[Bars, Steakhouses, American (Traditional), Nightlife, Restaurants]","[""The Steakhouse at Camelot"",""TENDER Steak & Seafood"",""Brand Steakhouse""]",3.5,"[""NV""]",3
"220","[Bars, Steakhouses, Nightlife, Lounges, Restaurants]","[""CUT""]",4,"[""NV""]",1
"221","[Bars, Steakhouses, Nightlife, Restaurants]","[""Prime"",""Charcoal Room""]",4,"[""NV""]",2
"222","[Bars, Sushi Bars, Japanese, Nightlife, Lounges, Restaurants]","[""Mizuya"",""Sapporo"",""Sushi Roku""]",3.66666666666667,"[""NV""]",3
"223","[Bars, Sushi Bars, Nightlife, Lounges, Restaurants]","[""j-pop Lounge""]",2,"[""NV""]",1
"224","[Bars, Tapas Bars, Nightlife, Lounges, Hookah Bars, Restaurants]","[""Luna Lounge""]",4,"[""NV""]",1
"225","[Bars, Wine Bars, Burgers, Nightlife, American (New), Restaurants]","[""TGI Friday's""]",3,"[""NV""]",1
"226","[Bars, Wine Bars, Mediterranean, Greek, Nightlife, Restaurants]","[""Grape Vegas""]",3,"[""NV""]",1
"227","[Bars, Wine Bars, Nightlife, Lounges, Italian, Restaurants]","[""Portofino by Chef Michael LaPlaca""]",4,"[""NV""]",1
"228","[Brasseries, Breakfast & Brunch, American (Traditional), Restaurants]","[""Egg Works""]",4,"[""NV""]",1
"229","[Brasseries, Restaurants]","[""DB Brasserie"",""TPC Grille""]",4.25,"[""NV""]",2
"230","[Breakfast & Brunch, American (New), Cafes, Restaurants]","[""ARIA Cafe""]",2.5,"[""NV""]",1
"231","[Breakfast & Brunch, American (New), Event Planning & Services, Venues & Event Spaces, Restaurants]","[""Addiction Restaurant""]",3.5,"[""NV""]",1
"232","[Breakfast & Brunch, American (New), Mexican, Restaurants]","[""Nacho Daddy""]",3.5,"[""NV""]",2
"233","[Breakfast & Brunch, American (New), Restaurants]","[""The Restaurant at Angel Park"",""Hash House A Go Go"",""Daily Kitchen and Wellness Bar"",""MTO Caf"",""Ceres"",""eat."",""Bar+Bistro @ The Arts Factory"",""The Cracked Egg"",""Simon Restaurant and Lounge""]",3.7,"[""NV""]",10
"234","[Breakfast & Brunch, American (New), Sandwiches, Restaurants]","[""Bagels And Subs""]",4.5,"[""NV""]",1
"235","[Breakfast & Brunch, American (Traditional), American (New), Restaurants]","[""Canyon Ranch Grill"",""Jamms Restaurant"",""America""]",3.5,"[""NV""]",3
"236","[Breakfast & Brunch, American (Traditional), Cafes, Restaurants]","[""Mimi's Cafe"",""New Day Cafe""]",3,"[""NV""]",2
"237","[Breakfast & Brunch, American (Traditional), Diners, Restaurants]","[""Black Bear Diner"",""The Diner at LVM Resort""]",4.25,"[""NV""]",2
"238","[Breakfast & Brunch, American (Traditional), French, Restaurants]","[""Mimi's Cafe""]",3.5,"[""NV""]",1
"239","[Breakfast & Brunch, American (Traditional), Gluten-Free, Restaurants]","[""The Maple Tree""]",3.5,"[""NV""]",1
"240","[Breakfast & Brunch, American (Traditional), Restaurants]","[""IHOP"",""The Original Sunrise Cafe"",""Du-Par's Restaurant and Bakery"",""Stacks and Yolks"",""Omelet House"",""Bite Breakfast & Lunch"",""Mimi's Cafe"",""Sherwood Forest Cafe"",""Cafe Diem"",""Our Families Country Cafe"",""BabyStacks Cafe"",""Einstein Bros Bagels"",""Cafe at ",3.32,"[""NV""]",25
"241","[Breakfast & Brunch, American (Traditional), Sandwiches, Restaurants]","[""Della's Kitchen"",""Denny's""]",3.5,"[""NV""]",2
"242","[Breakfast & Brunch, Bars, American (New), Nightlife, Restaurants]","[""Sugar Factory American Brasserie""]",3,"[""NV""]",1
"243","[Breakfast & Brunch, Buffets, Restaurants]","[""The Buffet at Excalibur""]",3,"[""NV""]",1
"244","[Breakfast & Brunch, Cafes, Comfort Food, Restaurants]","[""MTO Caf""]",4,"[""NV""]",1
"245","[Breakfast & Brunch, Cafes, Diners, Restaurants]","[""The Griddle Caf""]",4,"[""NV""]",1
"246","[Breakfast & Brunch, Cafes, Restaurants]","[""BabyStacks Cafe"",""Babystacks Cafe"",""Del Mar Cafe"",""Waffles Cafe""]",3.75,"[""NV""]",4
"247","[Breakfast & Brunch, Chicken Wings, Restaurants]","[""Country Kitchen""]",3.5,"[""NV""]",1
"248","[Breakfast & Brunch, Comfort Food, Diners, Restaurants]","[""50s Diner""]",4,"[""NV""]",1
"249","[Breakfast & Brunch, Creperies, Restaurants]","[""Crpe Expectations""]",4.5,"[""NV""]",1
"250","[Breakfast & Brunch, Delis, Sandwiches, Restaurants]","[""Del Mar Deli""]",3.5,"[""NV""]",1
"251","[Breakfast & Brunch, Diners, Restaurants]","[""Kailyn's Diner"",""Blueberry Hill Family Restaurant"",""Sunshine Cafe""]",3.9,"[""NV""]",5
"252","[Breakfast & Brunch, French, Restaurants]","[""Bouchon Bistro""]",4,"[""NV""]",1
"253","[Breakfast & Brunch, Italian, Restaurants]","[""Omelet House Summerlin""]",3.5,"[""NV""]",1
"254","[Breakfast & Brunch, Mexican, Diners, Restaurants]","[""El Paisano Taqueria""]",3,"[""NV""]",1
"255","[Breakfast & Brunch, Mexican, Restaurants]","[""El Rancho Restaurant"",""Vega's Cafe"",""Super Mex Restaurant & Cantina""]",3,"[""NV""]",3
"256","[Breakfast & Brunch, Restaurants]","[""IHOP"",""Ihop"",""Blueberry Hill Family Restaurant"",""Griddlecakes"",""The Original Pancake House"",""Denny's"",""Norm's Eggs Cafe"",""Egg World"",""The Maple Tree Cafe"",""The Maple Tree"",""Hash House"",""International House of Pancakes"",""48th and Crepe"",""Einstein Bros Ba",3.26785714285714,"[""NV""]",28
"257","[Breakfast & Brunch, Sandwiches, Restaurants]","[""Einstein Bros Bagels"",""Mr. Mama's""]",3.75,"[""NV""]",2
"258","[Breakfast & Brunch, Sandwiches, Salad, Restaurants]","[""Great American Bagel"",""Westside Deli""]",2.75,"[""NV""]",2
"259","[Breakfast & Brunch, Steakhouses, American (Traditional), Restaurants]","[""Rise & Shine, a Steak & Egg Place""]",4,"[""NV""]",1
"260","[Breakfast & Brunch, Steakhouses, French, Restaurants]","[""Mon Ami Gabi""]",4,"[""NV""]",1
"261","[Breakfast & Brunch, Steakhouses, Restaurants]","[""Country Club"",""ENVY The Steakhouse""]",4,"[""NV""]",2
"262","[Breakfast & Brunch, Swimming Pools, Dance Clubs, Nightlife, Active Life, Restaurants]","[""Nikki Beach""]",3.5,"[""NV""]",1
"263","[Buffets, Chinese, Restaurants]","[""Dragon Buffet"",""Ports O Call Buffet"",""Jumbo Super Buffet"",""Lin Buffet"",""China Star Buffet"",""New China Buffet"",""Vegas Buffet""]",2.28571428571429,"[""NV""]",7
"264","[Buffets, Filipino, Restaurants]","[""Epoy's Filipino Fast Food""]",3,"[""NV""]",1
"265","[Buffets, Japanese, Chinese, Restaurants]","[""Lucky Star Chinese & Japanese Buffet"",""Buffet @ Asia""]",2.25,"[""NV""]",2
"266","[Buffets, Japanese, Restaurants]","[""Makino"",""Hamada of Japan"",""Todai Restaurant""]",3,"[""NV""]",3
"267","[Buffets, Restaurants]","[""Bacchanal Buffet"",""Pacific Buffet"",""Le Village Buffet"",""Feast Buffet"",""Sahara Buffet"",""Lee's Buffet"",""The Buffet at Treasure Island"",""Garden Court Buffet"",""Emperor's Buffet"",""Cannery Row Buffet"",""China Star Buffet"",""Buffet At the Stratosphere"",""Golden N",2.8,"[""NV""]",55
"268","[Burgers, American (New), Chicken Wings, Restaurants]","[""John Cutter""]",3,"[""NV""]",1
"269","[Burgers, American (New), Hot Dogs, Restaurants]","[""The Wiener's Circle Las Vegas""]",3.5,"[""NV""]",1
"270","[Burgers, American (New), Restaurants]","[""Burger Brothers"",""I Love Burgers""]",3.16666666666667,"[""NV""]",3
"271","[Burgers, American (Traditional), Barbeque, Restaurants]","[""Dan Marino's Fine Food & Spirits"",""Harley-Davidson Las Vegas Cafe""]",3,"[""NV""]",2
"272","[Burgers, American (Traditional), Chicken Wings, Restaurants]","[""Meat Chix And Wieners""]",3,"[""NV""]",2
"273","[Burgers, American (Traditional), Fast Food, Restaurants]","[""Fatburger""]",2.9375,"[""NV""]",8
"274","[Burgers, American (Traditional), Hot Dogs, Restaurants]","[""Brew House Great Links Grill""]",3,"[""NV""]",1
"275","[Burgers, American (Traditional), Restaurants]","[""Johnny Rockets"",""Slidin' Thru HQ"",""Checkers"",""Kilroy's Restaurant & Bar"",""A&W All-American Food"",""Cheeburger Cheeburger"",""Fuddruckers"",""Heart Attack Grill"",""Holsteins Shakes and Buns"",""Burger King"",""Kilroy's"",""Bobby's Burger Palace"",""Red Robin Gourmet B",3.2,"[""NV""]",15
"276","[Burgers, American (Traditional), Sandwiches, Restaurants]","[""Johnny Rockets"",""Sammy's Beach Bar & Grill"",""Claim Jumper""]",2.80769230769231,"[""NV""]",13
"277","[Burgers, Asian Fusion, Restaurants]","[""Bachi Burger""]",4,"[""NV""]",2
"278","[Burgers, Barbeque, Restaurants]","[""Red Apple Grill"",""B&B Burger & Beer""]",3.5,"[""NV""]",2
"279","[Burgers, Bars, American (New), Nightlife, Restaurants]","[""Wildburger""]",4,"[""NV""]",1
"280","[Burgers, Bars, Nightlife, Lounges, Restaurants]","[""T-Bird Lounge""]",3.5,"[""NV""]",1
"281","[Burgers, Breakfast & Brunch, American (New), Restaurants]","[""Divine Eatery""]",4,"[""NV""]",1
"282","[Burgers, Breakfast & Brunch, American (Traditional), Restaurants]","[""Guy Fieri""]",3.5,"[""NV""]",1
"283","[Burgers, Breakfast & Brunch, Diners, Restaurants]","[""Beach Cafe""]",3.5,"[""NV""]",1
"284","[Burgers, Breakfast & Brunch, Restaurants]","[""Mega Tom's Burgers"",""Biscuits 2 Burgers""]",4,"[""NV""]",2
"285","[Burgers, Breakfast & Brunch, Sandwiches, Restaurants]","[""Egg & I"",""Farmer Boys""]",3.66666666666667,"[""NV""]",6
"286","[Burgers, Cheesesteaks, American (Traditional), Restaurants]","[""Triple Play American Grill"",""The Triple Play""]",4.5,"[""NV""]",2
"287","[Burgers, Cheesesteaks, Pizza, Restaurants]","[""Big Burgers & Pizza""]",3.5,"[""NV""]",1
"288","[Burgers, Chicken Wings, Restaurants]","[""Chicken Bonz""]",3.5,"[""NV""]",2
"289","[Burgers, Fast Food, Chicken Wings, Restaurants]","[""Church's Chicken""]",2,"[""NV""]",1
"290","[Burgers, Fast Food, Hot Dogs, Restaurants]","[""Chicago Dogs""]",3,"[""NV""]",1
"291","[Burgers, Fast Food, Restaurants]","[""Carl's Jr"",""Kfc"",""Ascar Cafe"",""Carl's Jr."",""McDonald's"",""Steak 'n Shake"",""Jack In the Box"",""Sonic Drive-In"",""McDonalds"",""Jack in the Box"",""In-N-Out Burger"",""Five Guys Burgers and Fries"",""Carl's Jr Restaurants"",""Wendy's"",""Smashlee's Grub"",""Fatburger"",""Bu",2.72569444444444,"[""NV""]",144
"292","[Burgers, Fast Food, Sandwiches, Restaurants]","[""Sammy's LA Pastrami & Burgers"",""Checkers Rally's""]",3.25,"[""NV""]",2
"293","[Burgers, Food Stands, Restaurants]","[""Fukuburger Truck""]",4,"[""NV""]",1
"294","[Burgers, Food, Brasseries, Candy Stores, Specialty Food, Restaurants]","[""Sugar Factory""]",3,"[""NV""]",1
"295","[Burgers, Hot Dogs, Chicken Wings, Restaurants]","[""Meat Chix & Wieners""]",2,"[""NV""]",1
"296","[Burgers, Hot Dogs, Restaurants]","[""Wildburger"",""Big Hurt's Snack Shack"",""Nathan's Famous"",""Burger Dogs"",""The Wiener's Circle"",""Burger King""]",3.16666666666667,"[""NV""]",6
"297","[Burgers, Hot Dogs, Sandwiches, Restaurants]","[""Great Links Brewhouse & Grill""]",4,"[""NV""]",1
"298","[Burgers, Pizza, Mexican, Restaurants]","[""Fat Boy""]",4.5,"[""NV""]",1
"299","[Burgers, Pizza, Restaurants]","[""Kens Burgers and Pizza""]",2,"[""NV""]",1
"300","[Burgers, Pizza, Salad, Restaurants]","[""Fat Moe's Pizza & Wings"",""Angelina's Pizzeria""]",3,"[""NV""]",2
"301","[Burgers, Pizza, Sandwiches, Restaurants]","[""Brothers Italian Bistro"",""Hougan's Racing Sandwich Shop"",""Nino's Kitchen""]",3.5,"[""NV""]",3
"302","[Burgers, Restaurants, Pizza, Italian]","[""Cafe Verdi"",""The Pizza Kings""]",2,"[""NV""]",2
"303","[Burgers, Restaurants]","[""Carl's Jr"",""Burger Palace"",""Shake Shack"",""BLT Burger"",""KGB: Kerry's Gourmet Burgers"",""Red Robin"",""The Burger Joint"",""Burger Stop"",""Cheeburger Cheeburger"",""Jack in the Box"",""Back Room Burger"",""SinCity Burgers"",""San Gennaro Burger"",""McDonald's - MGM Grand",3.175,"[""NV""]",60
"304","[Burgers, Sandwiches, Diners, Restaurants]","[""Pyramid Cafe""]",3,"[""NV""]",1
"305","[Burgers, Sandwiches, Restaurants]","[""San Gennaro Grill"",""Arby's""]",3,"[""NV""]",2
"306","[Burgers, Seafood, American (New), Restaurants]","[""Carlos' Kitchen""]",4.5,"[""NV""]",1
"307","[Burgers, Soul Food, Barbeque, Restaurants]","[""Rollin Smoke Barbeque""]",4.5,"[""NV""]",1
"308","[Burgers, Steakhouses, Buffets, Restaurants]","[""Dessy B's Steak House""]",4,"[""NV""]",1
"309","[Burgers, Vegetarian, Restaurants]","[""Elevation Burger"",""Broadway Burger Bar & Grill""]",3.5,"[""NV""]",2
"310","[Cafes, American (New), Restaurants]","[""Grand Caf""]",3,"[""NV""]",1
"311","[Cafes, American (Traditional), Diners, Restaurants]","[""Raffles Cafe""]",3,"[""NV""]",1
"312","[Cafes, Arts & Entertainment, Casinos, Japanese, Restaurants]","[""Fulton Street Food Hall""]",4,"[""NV""]",1
"313","[Cafes, Dim Sum, Chinese, Restaurants]","[""Dim Sum Cafe""]",3.5,"[""NV""]",1
"314","[Cafes, Diners, Restaurants]","[""Vickie's Diner"",""Grand Cafe"",""Tiffany's Cafe"",""The Sterling Spoon Cafe""]",3.625,"[""NV""]",4
"315","[Cafes, Event Planning & Services, Party & Event Planning, Restaurants]","[""DiVine Events""]",4,"[""NV""]",1
"316","[Cafes, Filipino, Restaurants]","[""Caf de Cebu""]",4,"[""NV""]",1
"317","[Cafes, Mexican, Restaurants]","[""Caf Casera""]",4.5,"[""NV""]",1
"318","[Cafes, Restaurants]","[""Wake Up Coffee Cafe"",""Fresh Mama"",""Sao Paulo"",""Bentley's Coffee"",""Grand Caf"",""Studio Caf"",""Cafe325"",""White Cross Drugs"",""A Thyme For All Seasons"",""Cafe Rio"",""Keep Memory Alive Cafe"",""The Bagel Cafe"",""Nestle Tollhouse Cafe"",""Cafe Cortez"",""Tropical Smoo",3.23076923076923,"[""NV""]",26
"319","[Cafes, Sandwiches, Restaurants]","[""City Centre Cafe""]",3.5,"[""NV""]",1
"320","[Cafes, Taiwanese, Chinese, Restaurants]","[""The Little Kitchen Cafe""]",3.5,"[""NV""]",1
"321","[Cajun/Creole, American (New), Restaurants]","[""Table 10""]",3.5,"[""NV""]",1
"322","[Cajun/Creole, Barbeque, Restaurants]","[""Texas Bbq Cafe""]",3.5,"[""NV""]",1
"323","[Cajun/Creole, Comfort Food, Southern, Seafood, Restaurants]","[""Bubba Gump Shrimp Co""]",3.5,"[""NV""]",1
"324","[Cajun/Creole, Restaurants]","[""Lola's A Louisiana Kitchen  - Summerlin"",""Lola's"",""The New Orleans Connection""]",3.66666666666667,"[""NV""]",3
"325","[Cajun/Creole, Sandwiches, Restaurants]","[""Streetcar Po-boys""]",3.5,"[""NV""]",1
"326","[Cajun/Creole, Seafood, Restaurants]","[""Cravin' Cajun"",""Hot N Juicy Crawfish""]",3.75,"[""NV""]",2
"327","[Cajun/Creole, Southern, Restaurants]","[""Weeziana Gumbo & More"",""Crossroads at House of Blues""]",3.75,"[""NV""]",2
"328","[Cajun/Creole, Steakhouses, Restaurants]","[""Commander's Palace""]",4.5,"[""NV""]",1
"329","[Cantonese, American (New), Chinese, Restaurants]","[""Hakkasan Restaurant""]",4,"[""NV""]",1
"330","[Cantonese, Chinese, Restaurants]","[""Vid Noodles""]",4,"[""NV""]",1
"331","[Caribbean, Hawaiian, Restaurants]","[""Island Flavors Cafe""]",2.5,"[""NV""]",1
"332","[Caribbean, Restaurants]","[""Coconut Bistro"",""Jammin Jerk Hut""]",3.5,"[""NV""]",2
"333","[Casinos, Arts & Entertainment, American (New), Buffets, Restaurants]","[""Circus Buffet""]",2,"[""NV""]",1
"334","[Casinos, Arts & Entertainment, American (Traditional), American (New), Restaurants]","[""Hooters Casino Hotel""]",2.5,"[""NV""]",1
"335","[Casinos, Arts & Entertainment, American (Traditional), Buffets, Restaurants]","[""Bayside Buffet at Mandalay Bay"",""MORE Buffet""]",2.75,"[""NV""]",2
"336","[Casinos, Arts & Entertainment, American (Traditional), Chicken Wings, Restaurants]","[""Beano's Casino""]",3.5,"[""NV""]",1
"337","[Casinos, Arts & Entertainment, American (Traditional), Restaurants]","[""Village Pub & Poker""]",4.5,"[""NV""]",1
"338","[Cheesesteaks, American (Traditional), Restaurants]","[""South Philly Steak & Fries""]",2,"[""NV""]",1
"339","[Cheesesteaks, Fast Food, Sandwiches, Restaurants]","[""Cheesesteaks Etc.""]",2.5,"[""NV""]",1
"340","[Cheesesteaks, Pizza, Sandwiches, Restaurants]","[""Those Guys Pies""]",4,"[""NV""]",1
"341","[Cheesesteaks, Restaurants]","[""Hank's Philly Steaks"",""Philly Cheesesteak Factory""]",3.75,"[""NV""]",2
"342","[Cheesesteaks, Sandwiches, Restaurants]","[""Pop's Philly Steaks""]",3.5,"[""NV""]",1
"343","[Cheesesteaks, Steakhouses, Restaurants]","[""STRIPSTEAK""]",4,"[""NV""]",1
"344","[Chicken Wings, Barbeque, Restaurants]","[""The Las Vegas Grille""]",4.5,"[""NV""]",1
"345","[Chicken Wings, Restaurants]","[""Kfc"",""Popeye's"",""Meat Chix And Wieners"",""Wingstop"",""Wing King"",""Wings Restaurant"",""Chicken Now"",""Church's Chicken"",""Wing Stop"",""Popeyes Chicken & Biscuits"",""702 Wing Spot"",""Popeyes Chicken"",""Original Chicken Tender"",""Wings Restaurants"",""Chicken Now Vene",3,"[""NV""]",20
"346","[Chinese, Barbeque, Restaurants]","[""BBQ King""]",2.5,"[""NV""]",1
"347","[Chinese, Cantonese, Barbeque, Hawaiian, Restaurants]","[""Ohana Hawaiian BBQ""]",3.5,"[""NV""]",1
"348","[Chinese, Filipino, Restaurants]","[""Little Hong Kong""]",2.5,"[""NV""]",1
"349","[Chinese, Food, Specialty Food, Juice Bars & Smoothies, Sandwiches, Fruits & Veggies, Restaurants]","[""Sesame House""]",4,"[""NV""]",1
"350","[Chinese, Restaurants, Karaoke, Barbeque, Nightlife]","[""Vogue Restaurant & Bar""]",2.5,"[""NV""]",1
"351","[Chinese, Restaurants]","[""Cook On Wok"",""Golden Flower Chinese Cuisine"",""Hunan Jiu Jia"",""China Grill"",""Pacific Buffet"",""Panda Express"",""Grand China"",""Diamond Chinese Restaurant"",""Noodle Asia"",""China One - West Charleston"",""Anna's Garden"",""Liang's Kitchen"",""Dong Ting Spring"",""Gran",3.22254335260116,"[""NV""]",173
"352","[Chinese, Vietnamese, Sushi Bars, Japanese, Thai, Korean, Restaurants]","[""Tsunami Asian Grill & Sushi Bar""]",4.5,"[""NV""]",1
"353","[Cocktail Bars, Bars, Mexican, Nightlife, Restaurants]","[""Senor Frogs"",""Tequila Restaurante""]",2.75,"[""NV""]",2
"354","[Coffee & Tea, Food, Bars, Pubs, Sandwiches, Nightlife, Restaurants]","[""The Beat Coffeehouse""]",4,"[""NV""]",1
"355","[Coffee & Tea, Food, Cafes, Bars, Cocktail Bars, Nightlife, Restaurants]","[""The Lodge Coffee House & Tavern""]",3.5,"[""NV""]",1
"356","[Comfort Food, Barbeque, Restaurants]","[""Top Notch Barbeque""]",4,"[""NV""]",1
"357","[Comfort Food, Mexican, Restaurants]","[""Chicken Itza""]",4.5,"[""NV""]",1
"358","[Comfort Food, Restaurants]","[""Pizzaria""]",3,"[""NV""]",1
"359","[Creperies, French, Restaurants]","[""La Creperie""]",3.5,"[""NV""]",1
"360","[Creperies, Restaurants]","[""Java Coast Cafe"",""Cafe Pan"",""Crazy Crepes""]",3.5,"[""NV""]",3
"361","[Cuban, Mexican, Restaurants]","[""Mamacita's Restaurant""]",3,"[""NV""]",1
"362","[Cuban, Pizza, Restaurants]","[""Cuban Sylvain Bakery LLC""]",3,"[""NV""]",1
"363","[Cuban, Restaurants]","[""Cafe El Mundo Cubano"",""Varadero Cuban Restaurant"",""Havana Grill"",""Rincon Criollo"",""Cuba Cafe Restaurant""]",3.7,"[""NV""]",5
"364","[Delis, American (New), Sandwiches, Restaurants]","[""Carnegie""]",3,"[""NV""]",1
"365","[Delis, Cafes, Breakfast & Brunch, Restaurants]","[""El Gaucho Lucas Cafe""]",3.5,"[""NV""]",1
"366","[Delis, Cafes, Sandwiches, Restaurants]","[""Sports Deli""]",3.5,"[""NV""]",1
"367","[Delis, Caribbean, Restaurants]","[""Tasty Island Carribean Food & Deli""]",3.5,"[""NV""]",1
"368","[Delis, Fast Food, Sandwiches, Restaurants]","[""Firehouse Subs"",""Jersey Mike's Subs""]",4,"[""NV""]",18
"369","[Delis, Hot Dogs, Sandwiches, Restaurants]","[""Little Richies Chicago Style Beef and Dogs at Treasure Island""]",2.5,"[""NV""]",1
"370","[Delis, Italian, Restaurants]","[""Vinny-Boy's Italian Market Place"",""Montesano's Italian Deli"",""Spaghetty Western"",""Roma Deli & Restaurant 1"",""High Roller Deli""]",4,"[""NV""]",5
"371","[Delis, Italian, Sandwiches, Restaurants]","[""Courtyard Deli""]",5,"[""NV""]",1
"372","[Delis, Pizza, Restaurants]","[""Laduca's New York Italian Deli"",""South Chicago Deli and House of Pizza"",""Anthony's New York Pizza & Deli"",""Cugino's Pizzeria"",""Sofias Pizza""]",3.4,"[""NV""]",5
"373","[Delis, Pizza, Sandwiches, Restaurants]","[""Deliria"",""Greenberg's Deli"",""Deli Pizza Cafe""]",3.83333333333333,"[""NV""]",3
"374","[Delis, Restaurants, Italian]","[""Panevino Deli"",""Roma Deli II and Wine Shop"",""Siena Italian Authentic Trattoria and Deli""]",3.66666666666667,"[""NV""]",3
"375","[Delis, Restaurants, Pizza, Italian]","[""Cugino's Italian Deli""]",4.5,"[""NV""]",1
"376","[Delis, Restaurants]","[""Scotty Beans"",""Minuto's Italian Deli"",""Einstein Bros"",""Towers Deli"",""TJ's Deli"",""Deli Den"",""Gary Canter's Delicatessen - Mandalay Bay"",""Pellegrino Pizza & Deli"",""Strip Sandwich Shop"",""Stage Deli Of Las Vegas"",""Jason's Deli"",""Rialto Deli"",""The Marketplac",3.66666666666667,"[""NV""]",15
"377","[Delis, Salad, Restaurants]","[""Jason's Deli""]",3.5,"[""NV""]",1
"378","[Delis, Sandwiches, Restaurants]","[""Jimmy John's"",""Superbook Deli"",""Brooklyn Billy's"",""Johnny McGuire's Deli"",""Bob's East Side Deli"",""Heidi's Brooklyn Deli"",""Delights"",""Schlotzsky's Deli"",""Canter's Delicatessen"",""Jersey Mike's Subs"",""Beach Hut Deli"",""Port of Subs""]",3.76923076923077,"[""NV""]",13
"379","[Delis, Sandwiches, Salad, Restaurants]","[""Polish Deli"",""Binion's Horseshoe Deli"",""Jason's Deli""]",3.83333333333333,"[""NV""]",3
"380","[Delis, Vegetarian, Restaurants]","[""Potato Valley Cafe""]",4.5,"[""NV""]",1
"381","[Dim Sum, Chinese, Restaurants]","[""Zine Noodles Dim Sum"",""Jade At the Palazzo"",""Cathay House"",""Fortunes"",""Ping Pang Pong"",""Orchids Garden Chinese Restaurant""]",2.91666666666667,"[""NV""]",6
"382","[Dim Sum, Sushi Bars, Japanese, Chinese, Restaurants]","[""Buffet Asia""]",3,"[""NV""]",1
