user_id,elite,review_date,review_stars,business_stars,business_id,name,longitude,latitude,categories,review,tips,review_count
#NAME?,[],7/23/2014,4,4,F0cNqcDlAwB4qVsRuGbFnA,View Wine Bar & Kitchen,-115.2855925,36.1671901,"[Wine Bars, Bars, Restaurants, Nightlife, Tapas/Small Plates]","Ok... I have a bit to say about this place... Positive and unfortunate and yelp WARNING WARNING WARNING!!!!! Ok So its date night with the wife...   Lets first talk about how cool this place is.   Walking in to what looks like a warehouse space and up a spiral staircase and back through what feels like a San Francisco Hippie swap meet and walk back to a bar and dinning room thats just cool.    Tables, sofas, high top tables and an inviting bar with...    Behold ...   a great view.Take a date....    Just do it take a date.    Its tucked away but not hidden.   In a full room you feel like you are having a private conversation.    Its a wine bar so not a surprise to find a bartender that can give an informed recommendation from the wine list...     giving sample tastes of different options before we decided on what we wanted.   Classy  We read some other reviews so we were so excited to try the steak.    NOOOOOOOOOOO   ""Sorry were out of the steak""NooooooooooOOOOOOk plan b Putine/potpie bites/Pork Belly bowlSkip the pork belly...    The pork is tender and nice but drenched in what tasted like ketchup.....   ewPutine was a show stopper and the bites were awesome.    So its kind of tapas style which is great and social...   like a laid back and elegant option to firefly.Ok yelpers     WARNING WARNING.....    10% off offer is not realthe place is called View Wine bar & kitchen with wine bar front and center....   so you dont get 10% off of wine...   just food.      Listen it doesn't add up to much but the offer is the offer and thats kind of a no class move in an otherwise class place.     we ended up getting about 4% off.    Again no big deal, but just saying...   keep it classy View.I really want to go back for the happy hour and hopefully try the steak...   please dont run out of the steak....    i really want the steak.",The check in offer isn't actually 10% off.  Only applies to food.  Offer the 10% or put the details on the offer on the offer itself so that we know what to expect.,163
#NAME?,[],7/27/2014,5,3.5,zFcd_gelAUEwAvJOgiZpvg,Joyful House Chinese Cuisine,-115.2034239,36.1258338,"[Seafood, Chinese, Restaurants]","So, in the car with fellow yelper Trev W. and were in China town looking for a place we haven't been.     I suggest to ""just pick any place...    I'm sure it will either be Awesome or it will at least be a story""...       Now the sound of screeching tires...   a wild left turn from the right lane and we were there...    at Joyful House.Once we thanked the gods that we were still alive...  we checked the yelp reviews...      a lot of them... and a really good average.  Alright, looking forward to this.So the place is kinda what I was hoping for...     something that didn't look like a high over-head ""Asian Fusion"" type place like PF Changs (all do respect to PF...   I do love the Mongolian beef)...   it's simple and to the point...    kinda like a dinner.  Think denny's.   We got seated right away and menus came out to us...   we started looking at stuff but noticed that on the first page were three combo set dinner options...   we made it easy and ordered option 1...( We are not picky...  no food allergies...     we were just hungry)Oh My God...    Come HUNGRYOut comes tea...     that's cool...   then a very large bowl of soup...Sooooo tasty.   Next egg rolls, dumplings, and other assorted fried goodies.....     MMmmmmmmmOk now rice.   Not a little but a huge plate of the rice along with chicken chow mien...     man...    there was a lot of food....  but wait there's moreTwo more huge family style plates of noodles and sweet and sour chicken.   Table now covered in food...  and good food.   We ate and we ate but alas...   we barely ate half of it.    Listen if you're looking for the Vegas Strip style place...   this is not your place.   If you want to be seated and fed in a relaxed, local and unpretentious place, then give this a shot.   I've read some of the other reviews about the bland food and what not and I feel bad for those people that they had a bad experience.    Clearly they came on an off day because what we got was great....     Now I just need to go and digest....     Soooooo   FuuuuuuullllllPS    My fortune cookie was empty...   I have no fortune...    Oh my god I'm gonna die!!!!    Ok maybe not",Come hungry and try the set dinner selections.  Made us very joyful,309
#NAME?,[],8/24/2014,4,4,eLPld7Q17XxlclFGzZQX5g,Yama Sushi,-115.1350058,36.11549955,"[Sushi Bars, Restaurants]","Yama Sushi has excellent service, fresh sushi, and reasonable-sized servings.  I went for dinner around 5:30 and my friend and I were seated right away.  We both opted for all-you-can-eat sushi for $26.95, which was a reasonable deal for the amount of sushi we eat!What I like about Yama Sushi is that the size of the servings is PERFECT!  The sushi is not overly filled, and you can even order half-orders if you want to try several different rolls!  Many other all-you-can-eat sushi places try to fill you up and only allow you to order a couple of rolls before you literally have to roll out of the restaurant.  Yama Sushi is not like that.Additionally, the servers were extremely friendly and helpful here!  I was asking the server if they had a california roll topped with spicy tuna, and she said it was not on the menu, but the chef would be happy to make it!  The servers were always present to refill our water and ask us if we wanted to order anything new.Although the quality of the sushi is fresh and delicious here, they did not offer as large or unique of a selection as other sushi restaurants.  Yes, I know the names are unique, but looking beyond that... The only sushi I distinctly remember eating here was the ""Yo Mama,"" and that was my absolute favorite roll!All in all, I would definitely return to this restaurant because of the convenience of the half-order rolls and the accommodating service.  However, it was not the best sushi I've had in Las Vegas.","""Yam yam"" = mixture of imitation crab and mayo = what's inside a California Roll.",1013
#NAME?,[],8/24/2014,4,4,eLPld7Q17XxlclFGzZQX5g,Yama Sushi,-115.1350058,36.11549955,"[Sushi Bars, Restaurants]","Yama Sushi has excellent service, fresh sushi, and reasonable-sized servings.  I went for dinner around 5:30 and my friend and I were seated right away.  We both opted for all-you-can-eat sushi for $26.95, which was a reasonable deal for the amount of sushi we eat!What I like about Yama Sushi is that the size of the servings is PERFECT!  The sushi is not overly filled, and you can even order half-orders if you want to try several different rolls!  Many other all-you-can-eat sushi places try to fill you up and only allow you to order a couple of rolls before you literally have to roll out of the restaurant.  Yama Sushi is not like that.Additionally, the servers were extremely friendly and helpful here!  I was asking the server if they had a california roll topped with spicy tuna, and she said it was not on the menu, but the chef would be happy to make it!  The servers were always present to refill our water and ask us if we wanted to order anything new.Although the quality of the sushi is fresh and delicious here, they did not offer as large or unique of a selection as other sushi restaurants.  Yes, I know the names are unique, but looking beyond that... The only sushi I distinctly remember eating here was the ""Yo Mama,"" and that was my absolute favorite roll!All in all, I would definitely return to this restaurant because of the convenience of the half-order rolls and the accommodating service.  However, it was not the best sushi I've had in Las Vegas.","An order of gyoza comes with A LOT of gyoza!  If you're dining with a friend, share so you won't fill up on gyoza :)",1013
#NAME?,[],6/14/2014,4,4,PXviRcHR1mqdH4vRc2LEAQ,Bachi Burger,-115.153225,36.04279791,"[Burgers, Restaurants]","It was good. We felt rushed, but otherwise everything was tasty. The wait was nominal. The food looked exactly as pictured in the menu...that was a welcome surprise.",Waitresses are hurried. No room for small talk here.,1930
#NAME?,[],6/6/2012,4,4,r0ZoytDjK4CY5ytFNjZLvw,Kinh Do,-115.1977704,36.1269341,"[Vietnamese, Restaurants]","Kinh Do serves some outstanding Vietnamese food in a clean environment with very nice service.Lots of great dishes to choose from on the menu and the prices are competitive with other similar restaurant options on Spring Mountain. The pho satisfied my craving and the broth had a really well developed flavor. But what will keep me coming back is the b�nh m�. Absolutely some of the best Vietnamese sandwiches I've ever tasted.If you're into b�nh m�, you can't go wrong here!",Amazing b�nh m�,524
#NAME?,[],6/30/2012,5,3.5,HOrfsgClwysVlDv1Vp7PIg,Da Lat,-115.2029596,36.1150732,"[Vietnamese, Restaurants]","Da Lat is one of my favorite places to eat in Las Vegas. All the food I've tried here has been fantastic. I love the rare beef pho, consistently fresh and delicious. The service is fast and friendly. Highly recommend the pho!",Rare beef pho here is amazing.,206
#NAME?,[],11/14/2013,5,3.5,ygDPu29Nf0-_q0aBZ-1_yw,Los Jarochos Restaurant,-115.2433403,36.1010389,"[Mexican, Restaurants]",Clean restraunt all the way around!  That's important. .....  and the food was so onolicious that its my new Mexican craving. Its a best kept secret.... go there and enjoy the .99 cent tacos everyday!,This place is so nice and clean.  Its got great food and very nice service. Its my new Mexican restraunt craving now! I recommend it to all!   They have .99 cent tacos everyday.... I had the Carne Asada Gordita and the Beef Tostada.  The food is so fresh.... yumminess x3!,66
#NAME?,[],10/29/2014,4,4,SyhuQ69i6PYr4q-4kHrKFA,Hash House,-115.209418,36.142094,"[Breakfast & Brunch, Restaurants]","If you are looking for some CBH, this is the spot!Right down the street from the HHAGG, this hidden gem is tucked away in a strip mall at Decatur and Sahara.This place is a small slice of Americana and the owner, Mary (featured on FoodNetwork's Chopped) is awesome! A must try if you have the chance for multiple trips is the Party Hash. Also, check out the homemade jams.Be warned that the food doesn't always come out as quick as some people would like it, but it is well worth it.","Come earlier or later, service is slow because the food is made with love :)",143
#NAME?,[],12/13/2014,4,4,YKNqAWom7T6zJoTpYQwbgA,Casanova,-115.1696134,36.12143623,"[Restaurants, Mediterranean, Italian]",Awesome food! Great service!,This is where I bring all of my out of town friends and family! Good stuff!,172
#NAME?,[],8/13/2013,4,3.5,SNCgQMF6fkh2q1Is92X8wg,Montana Meat Company,-115.2691789,36.273996,"[Steakhouses, Restaurants]","My girlfriend and I tried this place out a couple times. The atmosphere is really dark when you first walk in from a bright Vegas day. It takes some time to adjust and it's best to get a window seat but its not a killer. For the most part the place is clean and the staff is friendly.   As for the food, it really depends on what chef is there. The first time we went on a Sunday and we shared Bacon Wrapped Scallops which were unbelievable. I had the Rocky Mountain Burger which was the best burger I've ever had and my girlfriend got Kobe Beef sliders which she hasn't stopped talking about since. However the second time we went I was less impressed, this was on a Saturday. We shared Calamari and it was okay. I tried the jalape�o burger and it was good but I swear it tasted a little fishy. Whoever the chef was on Sunday is a master and should be there all the time.   The staff was very nice both times and often came up and asked how we were doing and got us more drinks without us having to ask. The prices are really great here, unless you don't get specialty drinks you could easily pick some things and end up with a total around 40 bucks and they don't overprice on most stuff and its a nice restaurant. I would definitely go there again and check it out if you're in the area.",I really recommend bacon wrapped scallops for an apt and for dinner you can't beat the Rocky Mountain Burger,65
#NAME?,[],4/15/2014,5,4.5,1yx2zLskVTe5WQdYjL2Apw,Egg & I,-115.2016373,36.1443957,"[Burgers, Breakfast & Brunch, Sandwiches, Restaurants]","Good for family brunch.  Great food for everyone.  Super service by Alyssa!  Thanks for making our family trip so wonderful.   Alyssa, you rock!!!",Good for family brunch.,1022
-NB2-0hzTAGEq-YDbMuTJw,[],2/24/2011,4,4,LCeF1wK5OqP3PPEVBa5Xfw,BabyStacks Cafe,-115.2598768,36.2037425,"[Breakfast & Brunch, American (Traditional), Restaurants]",The Ricks Adobo fried rice was amazing. I can't stop thinking about it. I can't wait to come back to Vegas and try it again.,The Ricks Adobo fried rice was amazing. I can't stop thinking about it. I can't wait to come back to Vegas and try it again.,746
#NAME?,[],10/5/2013,3,3.5,xWSEfwA6L39xWTMUlWWcBA,Lucille's Smokehouse Bar-B-Que,-115.3351997,36.15803263,"[American (Traditional), Barbeque, Restaurants]",The food is great. The waiters are hit-or-miss. The hostesses are incompetent.  Good luck with them getting your name and phone number right on the waitlist.  Expect a text right away confirming they have the right number.  No text means they input your number wrong or not at all.,Make sure they have your cell phone number correct in the waiting system. Hostesses are incompetent.,214
#NAME?,[],4/1/2014,5,4,C185HewDKhT0s6JmFFFqcg,Caf� Berlin,-115.2071428,36.07244699,"[German, Cafes, Restaurants]",I am surrounded by people making yummy noises.  A couple next to me is on a mission to try every menu item.  This is my first time and I couldn't resist the curry wurst.  Schmeckt gut!  The rouladen at the table next to me looks amazing.  Now I'm on a mission to try every menu item!,"Very authentic German food and so delicious!  Totally took me back to Berlin 1989, getting a curry wurst at an Imbiss stand.",204
#NAME?,[],9/10/2014,4,3.5,u0Z0OwRYbwknE5Pr_CJhnw,China One,-115.285732,36.289679,"[Chinese, Restaurants]","I'm not a vegetarian but I eat an abundance of vegetables.  I was pleased that China One added a variety of vegetables to the chicken in hot garlic sauce:  bell pepper, jalape�o, carrots, onion, wood ear mushroom, white mushroom, and I think a snow pea or two snuck in there.  The dish was stir-fried to order and served piping hot.  My lunch came with egg drop soup, half chow mein, half fried rice, and a little dish of fried won ton wrappers and sweet dipping sauce.  Employees checked on me three times to see if I wanted more iced tea.  Solid food.  Solid service.  Not bad for under $9 including drink with refills.",Fresh ingredients prepared to order.  Ample vegetables added to the chicken in hot garlic sauce.,91
#NAME?,[],9/12/2014,5,3.5,EcUM3ONkY1RUCB1R1_4FrA,Daily Kitchen and Wellness Bar,-115.3253482,36.1242459,"[Breakfast & Brunch, American (New), Restaurants]","Based solely on the protein scramble, I plan to be back many times.  The chicken in the scramble had a nice char to it.  Altogether appetizing!",Great if you're trying to do that low carb thing.,84
#NAME?,[],9/13/2013,4,3.5,xnRljkaR6zaVTpLYolQteg,BURGER BRASSERIE,-115.170283,36.112648,"[American (Traditional), Restaurants]","Purchased a Groupon for this restaurant. Nothing classy, but not bad. Didn't really feel a French vibe but it was a burger joint so it was a good try. The food on the other hand was excellent! I ordered ""le bleu"" burger and my wife just a regular burger with American cheese. Mine was delicious! It's made with bleu cheese, avocado, and smoked applewood bacon on a your choice of bun. The meat of the burger itself was very tender and juicy! I don't believe it was Kobe beef either(they have ""le kobe"" burger). Whatever type of beef it was, it was PRIMO! Our waitress was very helpful and always made sure our drinks were full. All in all, a pleasurable dining experience and would recommend Le Burger Brassier to any gourmet burger lover! Just wish there was more of a beer variety, but I think McDonalds should have a beer variety lol",Servers are awesome!,446
#NAME?,[],6/29/2014,3,2.5,q35bospqfYhJfMsqE79NvA,Dragon Noodle Co.,-115.174037,36.105289,"[Chinese, Restaurants]","Great food and drinks -crappy servers. Wish I could tip bartender and chefs, not servers. Consider yourself lucky if servers check on you or even acknowledge your presence.",Unfriendly unhelpful servers. Great food.,156
-OzM0pn-1O2BNw0hehSN-A,[],6/7/2014,5,4,Gvw2ewUbqq7PWkxKwjqifA,The Barrymore,-115.1624212,36.13189669,"[American (New), Restaurants]","We came here in June 2013 and our experience was awesome. We didn't have a reservation, so they say us at a table near the bar. The service was perfect. The waiter treated us like any other customer. The drinks were great. I forgot what we ordered but we remember loving every bite. Our waiter comp'd us a dessert since it was our first visit which was very nice. I think we had the creme br�l�e. I remember loving it. The manager approached our table and inquired about our visit. I felt that it was very professional of him and made us feel welcome. No complaints about our visit. We're here in Vegas this year for our second visit!",We love the Vesper Martinis,548
#NAME?,[],10/24/2013,5,4.5,YxQ1ssiSvjmprGHKygKfcg,Tonkatsu Kiyoshi,-115.2244706,36.0478877,"[Hawaiian, Food, Ethnic Food, Japanese, Specialty Food, Restaurants]","I love it, simple menu, very great food, very great service, worth every penny you spend!!","I love it, simple menu, very great food and service, worth every penny you spend!!",225
#NAME?,[],7/4/2010,2,2,a1t31qMLd5fQocEjbSJ61A,Noodle Shop,-115.1753788,36.09194095,"[Thai, Asian Fusion, Szechuan, Chinese, Restaurants]","I learned the valuable lesson of what happens when you don't yelp a restaurant when traveling.. The Noodle Shop was utter crap... Overpriced and seriously mediocre.. I passed by the place and it looked  decent and it was jam packed with smiling Asian folks... I thought that was a good sign.., but boy was I wrong... I tried the seaweed salad with deep fried tofu, seafood wonton soup, and roasted duck/ BBQ pork combo.. The BBQ pork was decent but only had about four bites with the serving.. Totally overpriced $18.... The ice teas were like $4 bucks and of course you gave to pay for a ""small"" side of steamed rice... The rice was actually worth it's price tag, but really ""how do you f$*k up rice""... If you have a need to waste money and torture you're taste-buds then the Noodle Shop will not disappoint...* gave this place a second star  because the service was good despite it being packed....",Too bad the food portions don't match the high prices!!!!,263
#NAME?,[],7/22/2014,5,4.5,IyCwqORkMSmK4mAgAFHgnA,Firefly on Paradise,-115.1545992,36.1199703,"[Tapas/Small Plates, Tapas Bars, Restaurants]",Excellent service and the food is amazing I come here a few times a month with my girlfriends and it never changes. The atmosphere is great. I always order most if the same food. Stuffed red peppers to the steak and mushroom skewers are all fantastic,Excellent service and the food is amazing,455
#NAME?,[],4/10/2014,2,4.5,9gOBcfarkqeoCl1OBjMpZQ,Yuzu Japanese Kitchen,-115.134967,36.013806,"[Japanese, Restaurants]","The wait staff were amateurs, I hate having too ask for refills & anything add'l. Our yamakake bowl should come with shoyu but we had to ask for it, we had to ask for small plates to share the dishes, quite frustrating. The food was very bland & needed more flavor. The portions did not fit the prices. I'll be willing to give them another chance but I'll wait a while so they get more experience.",Either don't go while you're broke or don't go hungry.,52
#NAME?,[],3/15/2014,5,4,hsM6PF4Of6RMNcQV_c-FVQ,Javier's,-115.1773675,36.10761796,"[Bars, Mexican, Nightlife, Restaurants]","Javier's is muy bueno!  #1 best Chips and Salsa in my opinion in Las Vegas period.I have been to every Mexican Restaurant in town.  Javier's is a little pricier than most Mexican restaurants but in my opinion well worth it.  If you are debating between Mexican Restaurants on the strip it blows Border Grill,and Diablos out of the water on every level.  If you are a Mexican food lover then i will say this is a must for you to try!I have eaten here many times and have always had excellent professional service and a great experience.  The restaurant itself is beautiful and has the nicest mexican ambiance and decor i have seen. The Food is excellent and what is really great about this place is that they have a lot of very sophisticated items on the menu that you don't typically find in most Mexican restaurants.   One dish thats different and I make sure somebody orders at the table  is the Camarones al mojo de ajo, or garlic shrimp. Another stand out is the Chile Verde special which is a pork dish and is most excellent.  I actually have them turn this into Chile Verde enchiladas when i go - a modification i highly recommend! :) The best appetizer is the chicken taquitos or the steak nachos.  The main dishes come with rice and beans and you have your choice of black/white refried or regular beans served in a cup.  Both are delicious! ( I prefer the white)No matter what you select for your meal you will be very pleased.  They use all fresh ingredients and the kitchen definitely knows what they are doing.  Food comes out hot and perfectly cooked every time.   Buen Provecho!",Best chips and salsa in Las Vegas,402
#NAME?,[],11/23/2014,3,3.5,zt1TpTuJ6y9n551sw9TaEg,Wicked Spoon,-115.1751638,36.10987566,"[Buffets, Restaurants]",With much expectations I visited here while staying over in Cosmopolitan.  Sunday dinner line was a bit long even though I saw lots of empty tables. The food isn't what I thought it would be. Some of the meats were really dry. Avoid the crab legs as they tasted like water down defrosted legs. Living in MD did raise my standards on seafood. Most of the food is contained in little metal or glass containers and looks good to eat but the taste isn't what I thought it would be.,Come at odd hours to avoid the line.,3828
#NAME?,[],9/14/2013,3,4,kwEQ3uY9Jwmknb5kNg3UlA,Grand Lux Cafe,-115.17033,36.123618,"[Food, Desserts, American (Traditional), Restaurants]","Our breakfast spot on this side of Strip. I'm not a buffet person, but this one is ok. If staying at the Palazzo, it's quick and you can be out the door in no time.",Decent buffet...strong coffee!,739
#NAME?,[],3/22/2014,3,4,PbfrZVqGWDVWklKKxmVkzw,Yard House,-115.1702465,36.1237978,"[Nightlife, Vegetarian, American (New), Bars, Restaurants]",Overall I was pretty disappointed.  Food was average and restaurant was not accommodating with simple food requests. I would not go back,Service was mediocre at best.,221
#NAME?,[],12/3/2013,5,3,CtCNNCxA7ZYhTIBI_-FB0A,Sugar Factory,-115.1768402,36.0687779,"[Burgers, Food, Brasseries, Candy Stores, Specialty Food, Restaurants]","A great place to eat! Love the service, ambiance, and food! Especially the DESSERTS!! Ate here for brunch with my husband and had a great experience! Will be back soon!",Fun place to eat and enjoy great desserts!,301
#NAME?,[],9/12/2014,5,4,H3SaoIWnlG-HvGQ8v6J6yg,Pot Liquor CAS,-115.1781656,36.06893003,"[Southern, Barbeque, Restaurants]",New bbq hang out. Price is moderate and atmosphere reminds me of an authentic bbq place in the south. The food was super good. You have to try the mac an cheese and brisket.  Don't leave without trying the bread pudding ..fresh warm and delicious!,"New favorite Bbq spot! Authentic smoked bbq not a chain. Burnt ends, brisket, mac and cheese were just like the food I had in the south. Atmosphere had a cool vibe and great layout.  If you have room you have to try the brownie bread pudding...delish!!!",174
#NAME?,[],8/20/2013,4,4,LJxNzBCR383zSpe0jdU04Q,Capo's Italian Cuisine,-115.219248,36.143974,"[Restaurants, Italian]","Recommended by a former native and definitely less touristy than other Vegas restaurants.  I was enveloped by the delicious garlicly aroma as soon as I walked through the door.  The pastas (al dente), veal picata (could cut with a fork), and shrimp fettuccini delivered the goods and Capo's remains on my list as one of the best restaurants off the strip in Las Vegas.  The restaurant's speakeasy theme and dark interior might take you a little off guard but its mafioso/brat pack vibe is easy to embrace, as is the live Sinatra style music.  Two for one entrees on Tuesdays just adds to the restaurant's likability.",was brought here by a former local and you could smell the garlicy goodnes as soon as soon as you walked in the door.,382
#NAME?,[],11/30/2013,5,4,PXviRcHR1mqdH4vRc2LEAQ,Bachi Burger,-115.153225,36.04279791,"[Burgers, Restaurants]","Coming from California, we have a lot of great burger places.  Being a fan of burgers, my sister, her friend and I decided to try out this place.  We're glad we decided to eat at Bachi Burger vs. pigging out at one of the buffets.  Why, you ask?  Because I dare to say (and a friend of mine will agree it is a bold statement) that if there is a Bachi Burger put in Los Angeles, this place will easily knock out my Number One burger spot!We got the ox tail chili fries and the truffle parmesan sweet potato fries.  Hoo Lee S***!  The truffle sauce and tomato aioli on the sweet potato fries are fantastic, and the chili fries are amazing!  I needed to look for my mama because I needed to slap her; yes it's that good!  And we didn't even get our burgers yet!  The red velvet shake was good, but was not something that stood out (maybe because I was having a food orgasm with the truffle fries!)The burgers were just as mind blowing.  I got the Miyagi-San burger that has a Wagyu beef patty, onion rings, fried egg, Furikake infused bacon and chili mayo.  Our friend got the Mr. Ho burger, with Angus beef, green onion, cilantro ginger, Hoisin mayo, Lup Cheng, Mizuna and mushrooms... ON A TARO BUN!!!  My sister got the Ronin that has Angus beef with caramelized onions, Japanese cole slaw, fried egg, Katsu BBQ, Miso Goma dressing,  and Yuzu citrus aioli.ALL THREE BURGERS WERE FANTASTIC!!!I almost needed to look for my dad now and slap him too, it's THAT good!!!I must say we will now be coming to this burger place every time we visit Vegas.  As I finish up writing this review I realize I didnt get to critique the asthetics of the restaurant itself.  WHO CARES!?  If you are reading this and are in the Vegas area, get your rear to Bachi Burger and grab some bomb a** food!!!",This place can get busy... Expect a wait!,1930
#NAME?,[],11/21/2011,4,3.5,mYuHPciSbqi2lxYpbs-LCg,Mac Shack Spring Valley,-115.2812874,36.05581682,"[Restaurants, Italian]",Mac Shack... Fo Sho.... Please believe me.,Mac Shack.... Fo Shizzle,298
#NAME?,[],8/30/2014,1,2.5,_xmJB767rROtAy6XepMlkQ,The Buffet at Treasure Island,-115.171991,36.124829,"[Buffets, Restaurants]","Terrible, only had it because we had a free voucher! The food was stale tasting, the flavor was either stale or over seasoned. Some wasn't even hot anymore","Terrible, only had it because we had a free voucher!",429
#NAME?,[],3/18/2014,5,4.5,QY8CBhPwv6dE4onjhj6MDg,Veggie House,-115.2115631,36.12539669,"[Vegetarian, Chinese, Restaurants]","Great food, great value and great service. Staff was very pleasant and accommodating, and, spoke great English! Large menu - maybe could even be a bit smaller. Clean and inviting place.","Great food, great value, great service. Staff was very pleasant, accommodating and spoke and understood English great :)",333
#NAME?,[],11/22/2013,4,3,0enMncxkQZB0-rHnoFMGLg,The Lodge At Cactus,-115.2038275,35.9986631,"[Food, Burgers, Nightlife, Beer, Wine & Spirits, Restaurants]",Food was excellent and the waitress was cute. Will definitely be back for both.Not sure how long yelp wants the reviews to be so this is just filler.,Food was excellent and the waitress was cute. Will definitely be back for both.,56
#NAME?,[],11/22/2013,4,3,0enMncxkQZB0-rHnoFMGLg,The Lodge At Cactus,-115.2038275,35.9986631,"[Food, Burgers, Nightlife, Beer, Wine & Spirits, Restaurants]",Food was excellent and the waitress was cute. Will definitely be back for both.Not sure how long yelp wants the reviews to be so this is just filler.,Get a players card for discounted prices.,56
#NAME?,[],11/26/2013,3,3.5,jqMWeYMVeqnvHNeMd772Ew,Rambo's Kitchen,-115.298266,36.0789703,"[American (Traditional), Restaurants]","My kids like coming here to play the games at the table. The food is good but for the price is nothing to rave about. I tried to be smart and buy a groupon before getting there. When I got there, there was a sign on the door stating the groupon was not valid with kid meal purchases :-(   Luckily I was able to refund my groupon. The best part of the meal were the mini donuts.",My kids love the table games.,293
#NAME?,[],12/3/2013,5,3.5,GVLcTRS3DTMKWcorfDgw6Q,Hank's Philly Steaks,-115.1526505,36.0125177,"[Cheesesteaks, Restaurants]",The reviews don't lie. This place is awesome. Nice and friendly owners and quick service. One of the best phillys I've had in a long time. I will become a regular here soon. Dukedom here I come.,The five star reviews better not be lying to me.,88
#NAME?,[],12/14/2013,2,3.5,kYQkPISOL5XQDd_wEWxK0Q,Dickey's Barbecue Pit,-115.1715309,36.0544171,"[Barbeque, Restaurants]","As I start my new quest to find great B.B.Q I thought I would give Dickey's a shot. The reviews were favorable so I went for it. The first thing I noticed when I walked in was there was no B.B.Q smell usually you smell smoke, the sauce or something. I ordered the full rack, the guy turned to a warmer and grabbed a rack of wrapped ribs. Yes they were already saran wrapped. He didn't even throw them on the grill, just chopped them up and into the box they went. the ribs were so over cooked it was difficult to tell when the meat ended and the bone began. When I could find a decent rib the sauce was so bland it took away from the meat. My 2 sides were the creamy coleslaw (I think someone owes K.F.C for stealing the recipe) and the loaded potato casserole (mashed potato's with melted cheese on top).You can't beat the prices but I would rather pay more to get flavor with my meal.",Parking sucks.,145
#NAME?,[],1/24/2014,4,3.5,EppRsj7YUChmu9rXb38LKg,TC's Rib Crib,-115.279439,36.1238755,"[Soul Food, Barbeque, Restaurants]","After coming here twice I have found my new favorite rib crib. The place is small but the portions are huge. I got the 3 meat combo with all ribs (beef, baby back & spare) with coleslaw and potato salad as my sides. The beef ribs had good flavor but not a lot of meat. The baby back were fall of the bone delicious. The spare ribs were excellent as well. The coleslaw was buttermilk based and no vinegar it was the perfect compliment to the ribs. When I tried the potato salad I got a chunk of egg and potato it was perfect. I will definitely be back.",Place is empty. I hope things pick up hate to lose another family restaurant.,256
#NAME?,[],8/9/2014,5,3.5,j3xNAQtY6nFLeE6p4TpJoQ,Sammy's LA Pastrami & Burgers,-115.1222548,36.1000026,"[Burgers, Fast Food, Sandwiches, Restaurants]",Best burger and sandwich joint ever! Great food and super friendly atmosphere. So much food a fat man couldn't finish lol!,Best burger and sandwich joint ever! Great food and super friendly atmosphere.,204
#NAME?,[],7/16/2014,3,4,_BL-KfyZqYruqDvxTY-vUg,Surang's Thai Kitchen,-115.2974352,36.089564,"[Thai, Restaurants]",I've been here over and over again.the food is always delicious and the service is great...I tip well so maybe you 2$-5$ tippers might not get the sand,They ate quick.you get what you want in a quick fashion.been here for the years..and maybe it's just cause I tip better than you 2-5$ people buy I get outstanding service and great food.,138
#NAME?,[],9/29/2014,5,4.5,LwTK65TMrmtjpdZRloQDwg,Juan's Flaming Fajitas & Cantina,-115.3023364,36.10034447,"[Mexican, Restaurants]",Ask for Amanda! She is the best. The food is great.it is Mexican food. With all the varieties. Plus some tex-mex..Visit them instead of In n out.,Ask for Amanda! The best service. The food is Mexican expect a variety of Mexican food and some tex mex... but you get the bang for your buck,335
#NAME?,[],11/2/2014,5,4,2l4UTdi_F9zVZ1Kv4Fj-zQ,Hedary's Mediterranean Restaurant,-115.2536257,36.1430817,"[Greek, Lebanese, Mediterranean, Middle Eastern, Restaurants]","Good food, good people.  What more can you ask for!Had the farej, gyro, hummus, lemonade, and baklava.","Good food, good people.  What more can you ask for!",115
#NAME?,"[2013,2014,2015]",10/5/2013,3,3.5,Vk2lc81v4_iO54GzT_fLmw,Hard Rock Caf�,-115.1526346,36.1084453,"[Arts & Entertainment, Music Venues, Burgers, Nightlife, American (New), Restaurants]","So I'm not sure if my opinion really counts here. I only tried two thing from the menu one was AWESOME and the other really not.  Maybe I was extremely hungry but those nachos were simply delish! The cheese was yummy, chips with a perfect crunch! LOL. Here comes the sad news, the shrimp that came with the fajitas were really good but the fajitas beside them self were super subpar.  I'd try it, maybe get a salad with shrimp and shake or something if theres a next time! :) The customer service was really nice though!",The nachos here are surprisingly really good!,118
#NAME?,[],10/11/2014,4,4,eq6lQI039SBLC6sHm3idGA,Secret Pizza,-115.1748496,36.11151943,"[Pizza, Restaurants]","Great pizza, but at The Strip prices. I can't say enough good things about the food from  this place. The white pizza is fantastic. Possibly the best and greasiest white pizza I've had. The home made meatball slices are also really great. The only unfortunate thing is the price per slice. It's The Strip, it's what you expect, but it's still a bummer.",The white pizza may change your life.,2105
#NAME?,[],2/8/2014,5,4.5,olYdX2p1Wa_TafLHEobSOQ,Serrano's Mexican Restaurant,-115.2442755,36.173234,"[Mexican, Restaurants]",We come here every single time we come to Las Vegas! Sometimes more than once a day! You won't find delicious Mexican food like this anywhere else in Vegas! I highly recommend coming for breakfast for their Chilaquiles!!! AMAZING! And I just about had everything on third lunch/ dinner menu!  Service is amazing and a great family owned restaurant! Try it out you won't be disappointed!,Amazing!!!,36
