name,city,categories,longitude,latitude,review_count
SW Steakhouse,Las Vegas,"[Steakhouses, Restaurants]",-115.1669985,36.12617014,603
Fusia,Las Vegas,"[Sushi Bars, Asian Fusion, Chinese, Restaurants]",-115.136389,36.175,18
Diego Mexican Cuisine,Las Vegas,"[Mexican, Restaurants]",-115.1685807,36.10350893,266
Cafe Belle Madeleine,Las Vegas,"[Bakeries, Food, Cafes, Restaurants]",-115.1714051,36.12070094,111
La Creperie,Las Vegas,"[Creperies, French, Restaurants]",-115.1713514,36.11252664,324
RM Seafood,Las Vegas,"[Seafood, Sushi Bars, Restaurants]",-115.1379938,36.08952868,655
Picasso,Las Vegas,"[Bars, Nightlife, French, Restaurants]",-115.177001,36.11199,532
Lago Buffet,Las Vegas,"[Arts & Entertainment, Buffets, Casinos, Event Planning & Services, Hotels & Travel, Restaurants, Hotels]",-115.146372,36.124423,210
Foundation Room,Las Vegas,"[Bars, Dance Clubs, Nightlife, Lounges, American (New), Restaurants]",-115.1751614,36.0918639,297
"Red, White & Blue Restaurant",Las Vegas,"[American (Traditional), Restaurants]",-115.1730561,36.0919655,232
Grand Lux Cafe,Las Vegas,"[Food, Desserts, American (Traditional), Restaurants]",-115.1701225,36.12227644,1645
House of Blues,Las Vegas,"[Arts & Entertainment, Music Venues, Restaurants, Hotels, Event Planning & Services, Hotels & Travel, American (New), Nightlife]",-115.1758683,36.0928665,510
Okada,Las Vegas,"[Sushi Bars, Japanese, Restaurants]",-115.1711298,36.128561,208
Cafe Ba-Ba-Reeba,Las Vegas,"[Tapas Bars, Spanish, Restaurants]",-115.170815,36.1274245,97
ISLA Mexican Kitchen & Tequila Bar,Las Vegas,"[Bars, Mexican, Nightlife, Restaurants]",-115.172324,36.1245369,208
Sweet Tomatoes,Las Vegas,"[Vegetarian, Buffets, Salad, Restaurants]",-115.2405562,36.1972177,122
Gardu�,Las Vegas,"[Mexican, Restaurants]",-115.2067011,36.1104125,115
AJ's Steakhouse,Las Vegas,"[Steakhouses, Restaurants]",-115.1711298,36.128561,13
SEABLUE by Michael Mina,Las Vegas,"[Seafood, Restaurants]",-115.1724261,36.1011972,241
Neros,Las Vegas,"[Seafood, Steakhouses, Restaurants]",-115.173336,36.119556,62
Margaritaville,Las Vegas,"[Bars, American (Traditional), Nightlife, Restaurants]",-115.172601,36.115606,818
Le Provencal,Las Vegas,"[Italian, French, Restaurants]",-115.170579,36.11250064,131
Sushi Mon,Las Vegas,"[Sushi Bars, Japanese, Restaurants]",-115.2798899,36.14359527,272
Sugar & Ice,Las Vegas,"[Food, Ice Cream & Frozen Yogurt, Sandwiches, Restaurants]",-115.165731,36.126506,87
Jean Philippe Patisserie,Las Vegas,"[Bakeries, Food, Specialty Food, Desserts, Chocolatiers & Shops, Restaurants]",-115.178175,36.10681461,825
Bradley Ogden,Las Vegas,"[American (New), Restaurants]",-115.173336,36.119556,201
The Buffet,Las Vegas,"[Buffets, Restaurants]",-115.16559,36.12688722,2949
FIX,Las Vegas,"[Steakhouses, Seafood, American (New), Restaurants]",-115.177001,36.11199,417
Corsa Cucina,Las Vegas,"[Restaurants, Italian]",-115.136389,36.175,18
Shintaro,Las Vegas,"[Sushi Bars, Japanese, Restaurants]",-115.146372,36.124423,12
Red 8,Las Vegas,"[Chinese, Restaurants]",-115.1659684,36.12578335,348
Michael Mina,Las Vegas,"[Nightlife, Seafood, American (New), Bars, Restaurants]",-115.177001,36.11199,420
Daniel Boulud Brasserie,Las Vegas,"[French, Restaurants]",-115.136389,36.175,222
Country Club,Las Vegas,"[Breakfast & Brunch, Steakhouses, Restaurants]",-115.1635365,36.12642297,168
RA Sushi Bar Restaurant,Las Vegas,"[Sushi Bars, Japanese, Restaurants]",-115.1684173,36.13974493,495
Alex,Las Vegas,"[American (New), French, Restaurants]",-115.146372,36.124423,128
Ah Sin,Las Vegas,"[Japanese, Restaurants]",-115.1712045,36.1116957,87
Terrace Pointe Cafe,Las Vegas,"[American (New), Restaurants]",-115.1677039,36.12596392,405
Prime,Las Vegas,"[Bars, Steakhouses, Nightlife, Restaurants]",-115.177001,36.11199,430
Drugstore Cafe,Las Vegas,[Restaurants],-115.1657996,36.1268238,80
Pinot Brasserie,Las Vegas,"[Steakhouses, French, Restaurants]",-115.169553,36.121792,143
The Cafe at Monte Carlo,Las Vegas,"[Sandwiches, American (Traditional), Cafes, Restaurants]",-115.1780638,36.10420481,132
The Coffee Shop,Las Vegas,"[Food, Coffee & Tea, American (Traditional), Restaurants]",-115.136389,36.175,112
Maggiano's Little Italy,Las Vegas,"[Restaurants, Italian]",-115.172986,36.128222,704
Carnival World Buffet,Las Vegas,"[Buffets, Restaurants]",-115.1893946,36.11788994,1176
IHOP,Las Vegas,"[Breakfast & Brunch, American (Traditional), Restaurants]",-115.1715795,36.0536699,108
Tamba,Las Vegas,"[Indian, Restaurants]",-115.17204,36.106542,275
Pizzeria Francesco's,Las Vegas,"[Restaurants, Pizza, Italian]",-115.1765084,36.12038056,54
Flavors The Buffet,Las Vegas,"[Buffets, Restaurants]",-115.172435,36.11992826,390
In-N-Out Burger,Las Vegas,"[Burgers, Fast Food, Restaurants]",-115.1805678,36.1448586,214
Le Village Buffet,Las Vegas,"[Buffets, Restaurants]",-115.1699689,36.11293028,1424
Noodle Asia,Las Vegas,"[Chinese, Restaurants]",-115.17106,36.12008,603
Fiamma Trattoria & Bar,Las Vegas,"[Wine Bars, Bars, Restaurants, Nightlife, Italian]",-115.172953,36.10156,496
Le Cafe Ile Saint Louis,Las Vegas,"[Food, Coffee & Tea, Breakfast & Brunch, French, Restaurants]",-115.170958,36.112535,338
Sahara Buffet,Las Vegas,"[Buffets, Restaurants]",-115.156483,36.142229,44
Denny's,Las Vegas,"[American (Traditional), Restaurants]",-115.171448,36.120894,68
Victorian Cafe,Las Vegas,"[American (Traditional), Chinese, Restaurants]",-115.171781,36.115023,157
Noodles,Las Vegas,"[Korean, Asian Fusion, Dim Sum, Chinese, Restaurants]",-115.1763005,36.11226905,554
Kahunaville Island Restaurant,Las Vegas,"[Bars, American (Traditional), Caribbean, Nightlife, Restaurants]",-115.146372,36.124423,396
Phil's Italian Steak House,Las Vegas,"[Steakhouses, Restaurants]",-115.1711726,36.1240302,79
The Prime Rib Loft,Las Vegas,"[Steakhouses, Restaurants]",-115.2022722,36.1057107,117
Buffet Orient,Las Vegas,"[Chinese, Restaurants]",-115.1039694,36.09971,3
Fleur by Hubert Keller,Las Vegas,"[Tapas/Small Plates, Restaurants]",-115.1751119,36.09208085,792
L'Atelier de Joel Robuchon,Las Vegas,"[French, Restaurants]",-115.1705414,36.10259007,702
Il Mulino New York,Las Vegas,"[Restaurants, Italian]",-115.1711298,36.128561,158
The Salt Lick Bar-BQ,Las Vegas,"[Barbeque, Restaurants]",-115.3344727,36.1556178,37
Kimchi Korean Bbq,Las Vegas,"[Korean, Barbeque, Restaurants]",-115.1645622,36.1314967,136
Tintoretto Restaurant and Bakery,Las Vegas,"[Food, Bakeries, Coffee & Tea, Restaurants, Italian]",-115.1701939,36.1226902,111
24 Seven Cafe,Las Vegas,"[American (Traditional), Cafes, Restaurants]",-115.19723,36.115317,148
Sapporo,Las Vegas,"[Bars, Sushi Bars, Japanese, Nightlife, Lounges, Restaurants]",-115.3042546,36.1139286,24
Raffles Cafe,Las Vegas,"[Cafes, American (Traditional), Diners, Restaurants]",-115.1755579,36.09188476,341
Carnegie,Las Vegas,"[Delis, American (New), Sandwiches, Restaurants]",-115.1745164,36.12154889,627
Stack Restaurant & Bar,Las Vegas,"[Steakhouses, Seafood, American (New), Restaurants]",-115.1750259,36.12196605,444
Orchids Garden Chinese Restaurant,Las Vegas,"[Dim Sum, Chinese, Restaurants]",-115.216317,36.143685,459
Sushi Avenue & Steak House,Las Vegas,"[Japanese, Restaurants]",-115.211622,36.171184,7
Neonopolis,Las Vegas,"[Shopping Centers, Arts & Entertainment, American (New), Shopping, Cinema, Restaurants]",-115.140844,36.170055,20
Veranda,Las Vegas,"[Nightlife, Breakfast & Brunch, Italian, Bars, Restaurants]",-115.175239,36.09232,264
Pharoah's Pheast Buffet,Las Vegas,"[American (New), Buffets, Restaurants]",-115.1568938,36.1094581,10
Pyramid Cafe,Las Vegas,"[Burgers, Sandwiches, Diners, Restaurants]",-115.1766196,36.095474,189
Omelet House,Las Vegas,"[Breakfast & Brunch, American (Traditional), Restaurants]",-115.136561,36.104474,10
Egg & I,Las Vegas,"[Burgers, Breakfast & Brunch, Sandwiches, Restaurants]",-115.2016373,36.1443957,1022
Nobhill Tavern by Michael Mina,Las Vegas,"[Bars, American (New), Nightlife, Restaurants]",-115.1490784,36.1237328,323
Studio Caf�,Las Vegas,"[Cafes, Restaurants]",-115.169277,36.1025618,185
Steakhouse 46,Las Vegas,"[Steakhouses, Restaurants]",-115.1713943,36.1156902,20
The Dam Restaurant,Las Vegas,"[American (Traditional), Restaurants]",-115.146372,36.124423,6
Augustus Cafe,Las Vegas,"[American (Traditional), Restaurants]",-115.173336,36.119556,65
Cheeseburger,Las Vegas,"[Burgers, Restaurants]",-115.1726313,36.1094391,226
Paradise Caf�,Las Vegas,"[American (Traditional), Restaurants]",-115.1529193,36.1371122,85
Ohana Hawaiian BBQ,Las Vegas,"[Barbeque, Hawaiian, Restaurants]",-115.2792265,36.052079,113
Sandbar,Las Vegas,"[Bars, Cafes, Nightlife, Restaurants]",-115.3313892,36.15328907,12
Carrabba's,Las Vegas,"[Seafood, Restaurants, Italian]",-115.2861096,36.158524,109
Fatburger,Las Vegas,"[Burgers, American (Traditional), Fast Food, Restaurants]",-115.3345103,36.15690588,40
The Capital Grille,Las Vegas,"[American (Traditional), Steakhouses, Seafood, Restaurants]",-115.168328,36.12764837,322
MGM Grand Buffet,Las Vegas,"[American (Traditional), Buffets, Restaurants]",-115.1717784,36.10209118,554
Sensi,Las Vegas,"[Bars, Asian Fusion, Nightlife, Restaurants]",-115.177001,36.11199,356
Social House,Las Vegas,"[Bars, Japanese, Asian Fusion, Nightlife, Lounges, Restaurants]",-115.173192,36.108713,581
Cafe Bellagio,Las Vegas,"[American (Traditional), American (New), Cafes, Restaurants]",-115.174531,36.112379,501
Ping Pang Pong,Las Vegas,"[Dim Sum, Chinese, Restaurants]",-115.1952016,36.11530883,452
Alan Albert's,Las Vegas,"[Seafood, Steakhouses, Restaurants]",-115.1727803,36.1050656,8
Sherwood Forest Cafe,Las Vegas,"[Breakfast & Brunch, American (Traditional), Restaurants]",-115.175557,36.098909,49
Arandas Taqueria,Las Vegas,"[Mexican, Restaurants]",-115.0619432,36.1969093,8
Gilley's,Las Vegas,"[Nightlife, Bars, Sports Bars, Barbeque, Restaurants]",-115.1723251,36.12453842,282
Famous Dave's,Las Vegas,"[Southern, Sandwiches, Barbeque, Restaurants]",-115.242827,36.194443,123
Garden Buffet,Las Vegas,"[Buffets, Restaurants]",-115.1749124,36.01143871,169
Triple George Grill,Las Vegas,"[Seafood, Steakhouses, Restaurants]",-115.1421457,36.1718694,422
Amigos Tacos,Las Vegas,"[Mexican, Restaurants]",-115.2793808,36.0533669,61
Nathan's Famous,Las Vegas,"[Hot Dogs, Restaurants]",-115.171338,36.121239,55
Village Seafood Buffet,Las Vegas,"[Seafood, Buffets, Restaurants]",-115.187298,36.118117,693
Roberto's Taco Shop,Las Vegas,"[Fast Food, Mexican, Restaurants]",-115.2978076,36.1013946,75
Pho 777,Las Vegas,"[Vietnamese, Restaurants]",-115.2787875,36.0420917,3
Market Street Cafe,Las Vegas,"[American (Traditional), Hawaiian, Restaurants]",-115.1450046,36.1730572,367
The Cheesecake Factory,Las Vegas,"[Food, Desserts, American (Traditional), Restaurants]",-115.1729418,36.1183949,314
Thai Vegas,Las Vegas,"[Thai, Chinese, Restaurants]",-115.1415626,36.1703435,25
Hash House A Go Go,Las Vegas,"[Breakfast & Brunch, American (New), Restaurants]",-115.239955,36.144667,2395
Raising Cane's,Las Vegas,"[American (Traditional), Fast Food, Chicken Wings, Restaurants]",-115.171549,36.05243,314
Hyakumi,Las Vegas,"[Sushi Bars, Japanese, Restaurants]",-115.1765013,36.11696071,93
Top of the World Restaurant,Las Vegas,"[American (Traditional), Restaurants]",-115.155751,36.14754725,634
Jin Mee Korean BBQ Restaurant,Las Vegas,"[Korean, Barbeque, Restaurants]",-115.1422063,36.1425179,95
TC's Rib Crib,Las Vegas,"[Soul Food, Barbeque, Restaurants]",-115.279439,36.1238755,256
Tao Asian Bistro,Las Vegas,"[Asian Fusion, Restaurants]",-115.169611,36.121458,892
Makino,Las Vegas,"[Buffets, Japanese, Restaurants]",-115.1570606,36.16369101,218
Hannah's,Las Vegas,"[Asian Fusion, Restaurants]",-115.2914106,36.1607779,11
Triple 7 Restaurant & Microbrewery,Las Vegas,"[Food, American (Traditional), Breweries, Restaurants]",-115.145126,36.17488,315
Pullman Grille,Las Vegas,"[Steakhouses, Restaurants]",-115.1456193,36.1729288,4
Monterey Room,Las Vegas,"[American (Traditional), Chinese, Restaurants]",-115.192046,36.117059,5
America,Las Vegas,"[Breakfast & Brunch, American (Traditional), American (New), Restaurants]",-115.174566,36.10259,269
Kobe Sushi Bistro,Las Vegas,"[Sushi Bars, Japanese, Restaurants]",-115.242883,36.0725931,247
Toby Keith's I Love This Bar & Grill,Las Vegas,"[American (Traditional), Restaurants]",-115.1703831,36.11899784,349
Thai Basil,North Las Vegas,"[Thai, Sushi Bars, Chinese, Restaurants]",-115.17817,36.262339,86
Tinoco's Bistro,Las Vegas,"[Restaurants, French, Italian]",-115.211622,36.171184,10
La Salsa Cantina,Las Vegas,"[Mexican, Restaurants]",-115.1727648,36.1031891,123
Baladie Caf�,Las Vegas,"[Greek, Mediterranean, Restaurants]",-115.2091942,36.2467581,193
JJ's Boulangerie,Las Vegas,"[Bakeries, Food, Breakfast & Brunch, Restaurants]",-115.171207,36.111721,122
Prima Pasta,Las Vegas,"[Restaurants, Pizza, Italian]",-115.27921,36.052119,4
Cafe Moda,Las Vegas,"[Nightlife, Dance Clubs, Karaoke, Filipino, Restaurants]",-115.224318,36.127754,91
Jerry's Famous Coffee Shop,North Las Vegas,"[Food, Coffee & Tea, American (Traditional), Breakfast & Brunch, Restaurants]",-115.1322369,36.19323451,59
Noodle Palace,Las Vegas,"[Chinese, Restaurants]",-115.211199,36.125587,56
Terra Rossa,Las Vegas,"[Restaurants, Italian]",-115.3336143,36.15728105,100
Nagoya Japanese Restaurant,Las Vegas,"[Japanese, Restaurants]",-115.297818,36.097616,53
Oyster Bar,Las Vegas,"[Nightlife, Seafood, Bars, Restaurants]",-115.1746185,36.14290352,1063
Mi Casa Grill Cantina,Las Vegas,"[Mexican, Restaurants]",-115.1836618,36.04194923,126
Rosewood Grille,Las Vegas,"[Seafood, Restaurants]",-115.1727803,36.1050656,14
Nove Italiano,Las Vegas,"[Restaurants, Italian]",-115.209791,36.10819355,304
China Grill,Las Vegas,"[Chinese, Restaurants]",-115.1764369,36.09226829,129
La Scala,Las Vegas,"[Restaurants, Italian]",-115.140852,36.130315,54
Satay Thai Bistro & Bar,Las Vegas,"[Thai, Chinese, Restaurants]",-115.1542695,36.1186973,294
La Salsa Cantina,Las Vegas,"[Mexican, Restaurants]",-115.172277,36.11013195,167
Cravings Buffet at Mirage,Las Vegas,"[American (Traditional), American (New), Buffets, Restaurants]",-115.174105,36.121237,729
Bayside Buffet at Mandalay Bay,Las Vegas,"[Casinos, Arts & Entertainment, American (Traditional), Buffets, Restaurants]",-115.1765871,36.09193885,605
Rao's,Las Vegas,"[Restaurants, Italian]",-115.1764396,36.11636745,448
Vintner Grill,Las Vegas,"[American (Traditional), Restaurants]",-115.31731,36.160122,363
Merkato Ethiopian Cafe,Las Vegas,"[Ethiopian, Restaurants]",-115.1455116,36.1217684,126
Zoozacrackers Deli,Las Vegas,[Restaurants],-115.1659163,36.1275008,196
Big Mama's Soul Food Rib Shack,Las Vegas,"[Southern, Barbeque, Restaurants]",-115.173218,36.177516,7
Fleming's Prime Steakhouse & Wine Bar,Las Vegas,"[Wine Bars, Bars, Steakhouses, Nightlife, Restaurants]",-115.2858339,36.1587618,207
T-Bones Chophouse,Las Vegas,"[Steakhouses, Restaurants]",-115.3324127,36.15821659,194
N9NE Steakhouse,Las Vegas,"[American (Traditional), Steakhouses, Seafood, Restaurants]",-115.2074432,36.11347138,649
Wingstop,Las Vegas,"[Fast Food, Chicken Wings, Restaurants]",-115.2463595,36.1253148,53
Kilroy's,Las Vegas,"[Burgers, American (Traditional), Restaurants]",-115.261803,36.159785,11
Archi's Thai Kitchen,Las Vegas,"[Thai, Restaurants]",-115.230955,36.114801,253
Samba,Las Vegas,"[Food, Steakhouses, Restaurants, Beer, Wine & Spirits, Brazilian]",-115.1746337,36.12111739,196
Sushi Moto,Las Vegas,"[Sushi Bars, Buffets, Japanese, Restaurants]",-115.1949565,36.1264133,3
Grand Caf�,Las Vegas,"[Cafes, Restaurants]",-115.2304131,36.2576752,38
Sushi Wow,North Las Vegas,"[Sushi Bars, Restaurants]",-115.1802615,36.2612245,56
THEcafe at THEhotel,Las Vegas,"[American (New), Restaurants]",-115.1751614,36.0918639,124
Japonais,Las Vegas,"[Asian Fusion, Sushi Bars, Japanese, Restaurants]",-115.1685488,36.12089708,288
Table 34,Las Vegas,"[American (New), Restaurants]",-115.1494487,36.0574506,106
Casa Cocina,North Las Vegas,"[Mexican, Restaurants]",-115.1197885,36.2381044,9
Cortez Room,Las Vegas,"[Steakhouses, American (Traditional), Restaurants]",-115.1924229,36.11603686,64
Sourdough Cafe,Las Vegas,"[American (Traditional), Sandwiches, Restaurants]",-115.0759213,36.12489145,19
Garden Cafe,Las Vegas,"[American (Traditional), Restaurants]",-115.1725943,36.099777,10
Les Artistes Steakhouse,Las Vegas,"[Steakhouses, Restaurants]",-115.146372,36.124423,49
Harbor Palace,Las Vegas,"[Seafood, Cantonese, Dim Sum, Chinese, Restaurants]",-115.1977579,36.12558489,177
Guy Savoy,Las Vegas,"[French, Restaurants]",-115.1747417,36.11593286,199
STRIPSTEAK,Las Vegas,"[Cheesesteaks, Steakhouses, Restaurants]",-115.1765744,36.0911934,756
Island Buffet,Las Vegas,"[Buffets, Restaurants]",-115.1710285,36.0993783,9
Outback Steakhouse,Las Vegas,"[Steakhouses, Restaurants]",-115.1717867,36.1207056,83
Agave,Las Vegas,"[Mexican, Restaurants]",-115.3315267,36.1608544,149
Feast Buffet,Las Vegas,"[Buffets, Restaurants]",-115.1743629,36.1441896,78
Origin India Restaurant & Bar,Las Vegas,"[Pakistani, Bars, Indian, Nightlife, Restaurants]",-115.151261,36.108898,299
Grand Wok,Las Vegas,"[Asian Fusion, Sushi Bars, Japanese, Restaurants]",-115.1714593,36.10094649,252
Swish Shabu Shabu,Las Vegas,"[Hot Pot, Sushi Bars, Japanese, Restaurants]",-115.2102897,36.1261521,211
Dragonfly,Las Vegas,"[Asian Fusion, Sushi Bars, Restaurants]",-115.1542912,36.1187281,17
Carmine's Italian Cafe,North Las Vegas,"[Restaurants, Pizza, Italian]",-115.180169,36.2612231,7
Sen of Japan,Las Vegas,"[Sushi Bars, Japanese, Restaurants]",-115.2763891,36.1298737,284
In-N-Out Burger,Las Vegas,"[Burgers, Fast Food, Restaurants]",-115.256993,36.2652659,111
Kaizen Fusion Roll & Sushi,North Las Vegas,"[Sushi Bars, Japanese, Restaurants]",-115.1946248,36.2841371,113
Sirrico's Pizza,Las Vegas,"[Pizza, Restaurants]",-115.1735161,36.1030009,158
Wichcraft,Las Vegas,"[Sandwiches, Restaurants]",-115.1695061,36.1024458,273
The Fat Greek,Las Vegas,"[Greek, Mediterranean, Restaurants]",-115.209289,36.117196,189
Opa Restaurant,Las Vegas,"[Greek, Mediterranean, Restaurants]",-115.242469,36.14294,62
Schoop's Hamburgers,Las Vegas,[Restaurants],-115.136389,36.175,5
Canter's Delicatessen,Las Vegas,"[Delis, Sandwiches, Restaurants]",-115.171033,36.124467,145
Kona Grill,Las Vegas,"[American (New), Sushi Bars, Restaurants]",-115.2904272,36.1638883,350
Thai Taste,Las Vegas,"[Thai, Chinese, Restaurants]",-115.2448746,36.171328,28
Pin Kaow Thai,Las Vegas,"[Thai, Restaurants]",-115.2439142,36.04517323,216
Jersey's Bar & Grill,Las Vegas,"[Bars, Restaurants, American (Traditional), Sports Bars, Nightlife]",-115.2072072,36.1465042,5
Cheers Bar & Grill,Las Vegas,"[Dive Bars, Bars, American (New), Nightlife, Restaurants]",-115.136431,36.108111,30
Lahaina Grill,Las Vegas,"[Sushi Bars, Restaurants]",-115.314538,36.10593,119
Buffet Roundtable,Las Vegas,"[American (Traditional), Buffets, Restaurants]",-115.1756406,36.09887835,187
Golden Phoenix Chinese Cuisine,North Las Vegas,"[Chinese, Restaurants]",-115.1183045,36.27478545,47
Nina,Las Vegas,"[Asian Fusion, Japanese, Restaurants]",-115.146372,36.124423,3
Mickie Finnz,Las Vegas,"[Seafood, Bars, Nightlife, Lounges, Restaurants]",-115.1413073,36.1693227,95
Cafe Mitz,Las Vegas,"[Japanese, Restaurants]",-115.1372406,36.1068493,8
Teriyaki House,Las Vegas,"[Japanese, Restaurants]",-115.2431595,36.076502,54
Pad Thai Restaurant,Las Vegas,"[Thai, Restaurants]",-115.1748253,36.1605793,40
Putter's Bar & Grill,Las Vegas,"[Bars, American (Traditional), Nightlife, Lounges, Restaurants]",-115.1029435,36.1006943,14
Zodie's,Las Vegas,"[Bars, American (New), Nightlife, Restaurants]",-115.1084176,36.1147452,7
Wolfgang Puck Bar and Grill,Las Vegas,"[Bars, American (New), Nightlife, Restaurants]",-115.1707506,36.10178699,851
Mantra Masala,Las Vegas,"[Indian, Restaurants]",-115.277455,36.056242,113
Cafe Hookah,Las Vegas,"[Bars, Mediterranean, Nightlife, Restaurants]",-115.1373615,36.1084263,3
Jillian's,Las Vegas,"[Arts & Entertainment, American (Traditional), Music Venues, Bars, Dance Clubs, Nightlife, Bowling, Active Life, Restaurants]",-115.1400422,36.1688534,7
Rialto Deli,Las Vegas,"[Delis, Restaurants]",-115.1701939,36.1226902,19
Paradise Cantina,Las Vegas,"[Bars, Mexican, Nightlife, Restaurants]",-115.151247,36.108947,103
Hash House,Las Vegas,"[Breakfast & Brunch, Restaurants]",-115.209418,36.142094,143
The Slanted Clam Tavern,Las Vegas,"[Bars, American (Traditional), Music Venues, Arts & Entertainment, Nightlife, Lounges, Restaurants]",-115.1917845,36.1439988,3
Naked Fish's Sushi & Grill,Las Vegas,"[Sushi Bars, Japanese, Restaurants]",-115.2797333,36.1191125,297
MadHouse Coffee,Las Vegas,"[Food, Bakeries, Coffee & Tea, Sandwiches, Restaurants]",-115.275526,36.129857,266
Havana Grill,Las Vegas,"[Cuban, Restaurants]",-115.1149077,36.02818,169
Vegas Sliders,North Las Vegas,"[Burgers, Restaurants]",-115.1778047,36.2866869,3
Rocco's NY Pizzeria,North Las Vegas,"[Italian, Pizza, Restaurants]",-115.1794971,36.2865843,87
Silverado Steakhouse,Las Vegas,"[Steakhouses, Restaurants]",-115.1754201,36.01249821,69
Rainbow Bar and Grill,Las Vegas,"[Bars, American (Traditional), Music Venues, Arts & Entertainment, Nightlife, Karaoke, Restaurants]",-115.152093,36.1088013,5
Jimmy John's Gourmet Sandwiches,Las Vegas,"[Food, Food Delivery Services, Delis, Sandwiches, Restaurants]",-115.136057,36.10279,76
IHOP,Las Vegas,"[American (Traditional), Restaurants]",-115.068367,36.11553192,26
Soul 2 Soul Bistro,Las Vegas,"[Southern, Cajun/Creole, Caribbean, Restaurants]",-115.2424229,36.1992487,3
Johnny Rockets,Las Vegas,"[Burgers, American (Traditional), Sandwiches, Restaurants]",-115.151261,36.108898,55
Taco Time,Las Vegas,"[Mexican, Restaurants]",-115.1193892,36.1138591,3
Yoshinoya,Las Vegas,"[Fast Food, Japanese, Restaurants]",-115.136559,36.10259,68
Bougainvillea Caf�,Las Vegas,"[Diners, Restaurants]",-115.152279,36.1134879,84
Dae Jang Keum Korean BBQ & Tofu Restaurant,Las Vegas,"[Korean, Restaurants]",-115.1935782,36.12639628,246
Shuseki,Las Vegas,"[Japanese, Restaurants]",-115.2102897,36.1261521,164
Bajio Mexican Grill,Las Vegas,"[Mexican, Restaurants]",-115.297923,36.1122889,9
Thai Original BBQ Restaurant,Las Vegas,"[Thai, Barbeque, Restaurants]",-115.1516318,36.15350412,90
Roberto's Taco Shop,Las Vegas,"[Fast Food, Mexican, Restaurants]",-115.136431,36.108111,59
The Pub at Monte Carlo,Las Vegas,"[Pubs, Bars, American (Traditional), Nightlife, Restaurants]",-115.1767584,36.1044875,425
Capital Seafood Restaurant,Las Vegas,"[Seafood, Chinese, Restaurants]",-115.1969498,36.126365,55
Sushi Tachi,North Las Vegas,"[Sushi Bars, Restaurants]",-115.1418686,36.2943744,159
In-N-Out Burger,Las Vegas,"[Burgers, Fast Food, Restaurants]",-115.137658,36.104148,171
Fox's Pizza Den,North Las Vegas,"[Pizza, Sandwiches, Restaurants]",-115.1794688,36.2633606,3
Cabo Mexican Restaurant,Las Vegas,"[Mexican, Restaurants]",-115.3388214,36.11834335,54
Sonic Drive-In,Las Vegas,"[American (Traditional), Fast Food, Restaurants]",-115.101509,36.07834,26
Sierra Gold,Las Vegas,"[Bars, Pubs, Nightlife, American (New), Sports Bars, Restaurants]",-115.2249451,36.07038879,127
Marilyn's Cafe,Las Vegas,"[American (Traditional), Restaurants]",-115.1595068,36.11343671,296
Pizza Palace,Las Vegas,"[Pizza, Restaurants]",-115.172532,36.118221,9
Capo's Italian Cuisine,Las Vegas,"[Restaurants, Italian]",-115.219248,36.143974,382
Chicago Dogs,Las Vegas,"[Burgers, Fast Food, Hot Dogs, Restaurants]",-115.1806837,36.1830457,49
Tides Oyster Bar,Las Vegas,"[Seafood, Restaurants]",-115.3344727,36.1556178,7
Smith & Wollensky,Las Vegas,"[Seafood, Steakhouses, Restaurants]",-115.1727668,36.1046486,323
Einstein Bros,Las Vegas,"[Food, Breakfast & Brunch, Bagels, Delis, Restaurants]",-115.136831,36.105583,62
Tableau,Las Vegas,"[American (New), Restaurants]",-115.1676158,36.12641633,237
Feast Buffet,Las Vegas,"[Buffets, Restaurants]",-115.334816,36.15838983,302
Nanay Gloria's,Las Vegas,"[Filipino, Restaurants]",-115.2232902,36.1255378,91
Bistro Buffet,Las Vegas,"[Buffets, Restaurants]",-115.195433,36.115137,271
The Cantina Mexican Restaurant,Las Vegas,"[Mexican, Restaurants]",-115.1598072,36.11308135,71
French Market Buffet,Las Vegas,"[Buffets, Restaurants]",-115.2016926,36.10313928,203
Shanghai Lilly,Las Vegas,"[Chinese, Restaurants]",-115.138026,36.089494,37
Little Caesars,Las Vegas,"[Pizza, Restaurants]",-115.0992267,36.1151534,9
Wienerschnitzel,Las Vegas,"[Hot Dogs, Restaurants]",-115.071847,36.115258,4
B&B Ristorante,Las Vegas,"[Restaurants, Italian]",-115.1687256,36.12300251,569
Hogs Heaven Barbeque,North Las Vegas,"[Barbeque, Restaurants]",-115.1794688,36.2633606,7
Pampas Churrascaria,Las Vegas,"[Steakhouses, Restaurants, Buffets, Brazilian]",-115.1721598,36.1293929,653
New Shanghai Restaurant,Las Vegas,"[Chinese, Restaurants]",-115.1969907,36.1263785,29
Lanai Express,Las Vegas,"[Fast Food, Chinese, Restaurants]",-115.1435262,36.1707639,41
Oyster Bar at Harrah's,Las Vegas,"[Live/Raw Food, Seafood, Restaurants, Italian]",-115.1727113,36.1182265,297
Chinoise,Las Vegas,"[Chinese, Restaurants]",-115.146372,36.124423,3
Noodle Shop,Las Vegas,"[Thai, Asian Fusion, Szechuan, Chinese, Restaurants]",-115.1753788,36.09194095,263
Bamboo Bistro,Las Vegas,"[Vietnamese, Restaurants]",-115.24387,36.051627,118
