name,city,categories,longitude,latitude,review_count
Zoozacrackers Deli,Las Vegas,[Restaurants],-115.1659163,36.1275008,196
Fleming's Prime Steakhouse & Wine Bar,Las Vegas,"[Wine Bars, Bars, Steakhouses, Nightlife, Restaurants]",-115.2858339,36.1587618,207
T-Bones Chophouse,Las Vegas,"[Steakhouses, Restaurants]",-115.3324127,36.15821659,194
N9NE Steakhouse,Las Vegas,"[American (Traditional), Steakhouses, Seafood, Restaurants]",-115.2074432,36.11347138,649
Wingstop,Las Vegas,"[Fast Food, Chicken Wings, Restaurants]",-115.2463595,36.1253148,53
Archi's Thai Kitchen,Las Vegas,"[Thai, Restaurants]",-115.230955,36.114801,253
Samba,Las Vegas,"[Food, Steakhouses, Restaurants, Beer, Wine & Spirits, Brazilian]",-115.1746337,36.12111739,196
Grand Caf�,Las Vegas,"[Cafes, Restaurants]",-115.2304131,36.2576752,38
Sushi Wow,North Las Vegas,"[Sushi Bars, Restaurants]",-115.1802615,36.2612245,56
THEcafe at THEhotel,Las Vegas,"[American (New), Restaurants]",-115.1751614,36.0918639,124
Japonais,Las Vegas,"[Asian Fusion, Sushi Bars, Japanese, Restaurants]",-115.1685488,36.12089708,288
Table 34,Las Vegas,"[American (New), Restaurants]",-115.1494487,36.0574506,106
Cortez Room,Las Vegas,"[Steakhouses, American (Traditional), Restaurants]",-115.1924229,36.11603686,64
Les Artistes Steakhouse,Las Vegas,"[Steakhouses, Restaurants]",-115.146372,36.124423,49
Harbor Palace,Las Vegas,"[Seafood, Cantonese, Dim Sum, Chinese, Restaurants]",-115.1977579,36.12558489,177
Guy Savoy,Las Vegas,"[French, Restaurants]",-115.1747417,36.11593286,199
STRIPSTEAK,Las Vegas,"[Cheesesteaks, Steakhouses, Restaurants]",-115.1765744,36.0911934,756
Outback Steakhouse,Las Vegas,"[Steakhouses, Restaurants]",-115.1717867,36.1207056,83
Agave,Las Vegas,"[Mexican, Restaurants]",-115.3315267,36.1608544,149
Feast Buffet,Las Vegas,"[Buffets, Restaurants]",-115.1743629,36.1441896,78
Origin India Restaurant & Bar,Las Vegas,"[Pakistani, Bars, Indian, Nightlife, Restaurants]",-115.151261,36.108898,299
Grand Wok,Las Vegas,"[Asian Fusion, Sushi Bars, Japanese, Restaurants]",-115.1714593,36.10094649,252
Swish Shabu Shabu,Las Vegas,"[Hot Pot, Sushi Bars, Japanese, Restaurants]",-115.2102897,36.1261521,211
Sen of Japan,Las Vegas,"[Sushi Bars, Japanese, Restaurants]",-115.2763891,36.1298737,284
In-N-Out Burger,Las Vegas,"[Burgers, Fast Food, Restaurants]",-115.256993,36.2652659,111
Kaizen Fusion Roll & Sushi,North Las Vegas,"[Sushi Bars, Japanese, Restaurants]",-115.1946248,36.2841371,113
Sirrico's Pizza,Las Vegas,"[Pizza, Restaurants]",-115.1735161,36.1030009,158
Wichcraft,Las Vegas,"[Sandwiches, Restaurants]",-115.1695061,36.1024458,273
The Fat Greek,Las Vegas,"[Greek, Mediterranean, Restaurants]",-115.209289,36.117196,189
Opa Restaurant,Las Vegas,"[Greek, Mediterranean, Restaurants]",-115.242469,36.14294,62
Canter's Delicatessen,Las Vegas,"[Delis, Sandwiches, Restaurants]",-115.171033,36.124467,145
Kona Grill,Las Vegas,"[American (New), Sushi Bars, Restaurants]",-115.2904272,36.1638883,350
Thai Taste,Las Vegas,"[Thai, Chinese, Restaurants]",-115.2448746,36.171328,28
Pin Kaow Thai,Las Vegas,"[Thai, Restaurants]",-115.2439142,36.04517323,216
Cheers Bar & Grill,Las Vegas,"[Dive Bars, Bars, American (New), Nightlife, Restaurants]",-115.136431,36.108111,30
Lahaina Grill,Las Vegas,"[Sushi Bars, Restaurants]",-115.314538,36.10593,119
Buffet Roundtable,Las Vegas,"[American (Traditional), Buffets, Restaurants]",-115.1756406,36.09887835,187
Golden Phoenix Chinese Cuisine,North Las Vegas,"[Chinese, Restaurants]",-115.1183045,36.27478545,47
Mickie Finnz,Las Vegas,"[Seafood, Bars, Nightlife, Lounges, Restaurants]",-115.1413073,36.1693227,95
Teriyaki House,Las Vegas,"[Japanese, Restaurants]",-115.2431595,36.076502,54
Pad Thai Restaurant,Las Vegas,"[Thai, Restaurants]",-115.1748253,36.1605793,40
Wolfgang Puck Bar and Grill,Las Vegas,"[Bars, American (New), Nightlife, Restaurants]",-115.1707506,36.10178699,851
Mantra Masala,Las Vegas,"[Indian, Restaurants]",-115.277455,36.056242,113
Paradise Cantina,Las Vegas,"[Bars, Mexican, Nightlife, Restaurants]",-115.151247,36.108947,103
Hash House,Las Vegas,"[Breakfast & Brunch, Restaurants]",-115.209418,36.142094,143
Naked Fish's Sushi & Grill,Las Vegas,"[Sushi Bars, Japanese, Restaurants]",-115.2797333,36.1191125,297
MadHouse Coffee,Las Vegas,"[Food, Bakeries, Coffee & Tea, Sandwiches, Restaurants]",-115.275526,36.129857,266
Havana Grill,Las Vegas,"[Cuban, Restaurants]",-115.1149077,36.02818,169
Rocco's NY Pizzeria,North Las Vegas,"[Italian, Pizza, Restaurants]",-115.1794971,36.2865843,87
Silverado Steakhouse,Las Vegas,"[Steakhouses, Restaurants]",-115.1754201,36.01249821,69
Jimmy John's Gourmet Sandwiches,Las Vegas,"[Food, Food Delivery Services, Delis, Sandwiches, Restaurants]",-115.136057,36.10279,76
Johnny Rockets,Las Vegas,"[Burgers, American (Traditional), Sandwiches, Restaurants]",-115.151261,36.108898,55
Yoshinoya,Las Vegas,"[Fast Food, Japanese, Restaurants]",-115.136559,36.10259,68
Bougainvillea Caf�,Las Vegas,"[Diners, Restaurants]",-115.152279,36.1134879,84
Dae Jang Keum Korean BBQ & Tofu Restaurant,Las Vegas,"[Korean, Restaurants]",-115.1935782,36.12639628,246
Shuseki,Las Vegas,"[Japanese, Restaurants]",-115.2102897,36.1261521,164
Thai Original BBQ Restaurant,Las Vegas,"[Thai, Barbeque, Restaurants]",-115.1516318,36.15350412,90
Roberto's Taco Shop,Las Vegas,"[Fast Food, Mexican, Restaurants]",-115.136431,36.108111,59
The Pub at Monte Carlo,Las Vegas,"[Pubs, Bars, American (Traditional), Nightlife, Restaurants]",-115.1767584,36.1044875,425
Capital Seafood Restaurant,Las Vegas,"[Seafood, Chinese, Restaurants]",-115.1969498,36.126365,55
Sushi Tachi,North Las Vegas,"[Sushi Bars, Restaurants]",-115.1418686,36.2943744,159
In-N-Out Burger,Las Vegas,"[Burgers, Fast Food, Restaurants]",-115.137658,36.104148,171
Cabo Mexican Restaurant,Las Vegas,"[Mexican, Restaurants]",-115.3388214,36.11834335,54
Sierra Gold,Las Vegas,"[Bars, Pubs, Nightlife, American (New), Sports Bars, Restaurants]",-115.2249451,36.07038879,127
Marilyn's Cafe,Las Vegas,"[American (Traditional), Restaurants]",-115.1595068,36.11343671,296
Capo's Italian Cuisine,Las Vegas,"[Restaurants, Italian]",-115.219248,36.143974,382
Chicago Dogs,Las Vegas,"[Burgers, Fast Food, Hot Dogs, Restaurants]",-115.1806837,36.1830457,49
Smith & Wollensky,Las Vegas,"[Seafood, Steakhouses, Restaurants]",-115.1727668,36.1046486,323
Einstein Bros,Las Vegas,"[Food, Breakfast & Brunch, Bagels, Delis, Restaurants]",-115.136831,36.105583,62
Tableau,Las Vegas,"[American (New), Restaurants]",-115.1676158,36.12641633,237
Feast Buffet,Las Vegas,"[Buffets, Restaurants]",-115.334816,36.15838983,302
Nanay Gloria's,Las Vegas,"[Filipino, Restaurants]",-115.2232902,36.1255378,91
Bistro Buffet,Las Vegas,"[Buffets, Restaurants]",-115.195433,36.115137,271
The Cantina Mexican Restaurant,Las Vegas,"[Mexican, Restaurants]",-115.1598072,36.11308135,71
French Market Buffet,Las Vegas,"[Buffets, Restaurants]",-115.2016926,36.10313928,203
Shanghai Lilly,Las Vegas,"[Chinese, Restaurants]",-115.138026,36.089494,37
B&B Ristorante,Las Vegas,"[Restaurants, Italian]",-115.1687256,36.12300251,569
Pampas Churrascaria,Las Vegas,"[Steakhouses, Restaurants, Buffets, Brazilian]",-115.1721598,36.1293929,653
New Shanghai Restaurant,Las Vegas,"[Chinese, Restaurants]",-115.1969907,36.1263785,29
Lanai Express,Las Vegas,"[Fast Food, Chinese, Restaurants]",-115.1435262,36.1707639,41
Oyster Bar at Harrah's,Las Vegas,"[Live/Raw Food, Seafood, Restaurants, Italian]",-115.1727113,36.1182265,297
Noodle Shop,Las Vegas,"[Thai, Asian Fusion, Szechuan, Chinese, Restaurants]",-115.1753788,36.09194095,263
Bamboo Bistro,Las Vegas,"[Vietnamese, Restaurants]",-115.24387,36.051627,118
Sushi Zen,North Las Vegas,"[Sushi Bars, Japanese, Restaurants]",-115.1957942,36.2393386,63
Mr Tofu,Las Vegas,"[Korean, Restaurants]",-115.1917,36.126437,211
Heidi's Brooklyn Deli,Las Vegas,"[Sandwiches, Salad, Restaurants]",-115.119046,36.06513,62
Blondies Sports Bar & Grill,Las Vegas,"[Bars, Restaurants, American (Traditional), Sports Bars, Nightlife]",-115.1681462,36.11028292,240
M & M Soul Food Cafe,Las Vegas,"[Soul Food, Southern, Restaurants]",-115.1931095,36.15880562,343
Seafood City Supermarket,Las Vegas,"[Grocery, Filipino, Food, Seafood Markets, Specialty Food, Restaurants]",-115.135927,36.1181399,106
Burger Palace,Las Vegas,"[Burgers, Restaurants]",-115.172435,36.1181689,34
All-American Bar & Grille,Las Vegas,"[Bars, Restaurants, American (Traditional), Sports Bars, Nightlife]",-115.136389,36.17389145,200
Nanay Gloria's Filipino Fastfood and Asian Market,Las Vegas,"[Filipino, Restaurants]",-115.1364552,36.1387481,39
Pho Thanh Huong,Las Vegas,"[Vietnamese, Restaurants]",-115.138668,36.1001831,213
Joe's New York Pizza,Las Vegas,"[Pizza, Restaurants]",-115.151261,36.108898,171
Panini Cafe,Las Vegas,"[Kosher, Sandwiches, Restaurants]",-115.2980803,36.1434111,36
Freed's Bakery,Las Vegas,"[Bakeries, Food, Breakfast & Brunch, American (New), Restaurants]",-115.1199725,36.01098932,326
Buffalo Wild Wings,North Las Vegas,"[Bars, American (Traditional), Sports Bars, Nightlife, Chicken Wings, Restaurants]",-115.138017,36.276898,73
A Thyme For All Seasons,Las Vegas,"[Cafes, Restaurants]",-115.1583224,36.0577328,54
Buffalo Wild Wings,N. Las Vegas,"[Bars, American (Traditional), Sports Bars, Nightlife, Chicken Wings, Restaurants]",-115.1422441,36.24000722,77
Sushi Roku,Las Vegas,"[Bars, Sushi Bars, Japanese, Nightlife, Lounges, Restaurants]",-115.17305,36.118966,649
Fausto's Mexican Grill,Las Vegas,"[Mexican, Restaurants]",-115.243934,36.04577,73
Ricardo's,Las Vegas,"[Mexican, Restaurants]",-115.2085247,36.1155262,179
Village Pub & Poker,Las Vegas,"[American (Traditional), Restaurants]",-115.2435629,36.0509873,41
Shucks Tavern & Oyster Bar,Las Vegas,"[Seafood, Bars, Restaurants, Sports Bars, Nightlife]",-115.288192,36.291036,154
The Olive Mediterranean Grill,Las Vegas,"[Hookah Bars, Bars, Mediterranean, Nightlife, Restaurants]",-115.0903923,36.07184399,93
Sushi Bar Sage,Las Vegas,"[Sushi Bars, Japanese, Restaurants]",-115.234077,36.241946,69
Strip House Steak House,Las Vegas,"[Food, Desserts, Steakhouses, Restaurants]",-115.1720525,36.11011835,286
Rubio's Fresh Mexican Grill,Las Vegas,"[Mexican, Restaurants]",-115.334816,36.1551327,28
Lino's Pizza & Subs,Las Vegas,"[Pizza, Restaurants]",-115.2513918,36.2636158,28
Sababa,Las Vegas,"[Kosher, Middle Eastern, Restaurants]",-115.2784531,36.1309442,116
China A Go Go,Las Vegas,"[Chinese, Restaurants]",-115.2057088,35.9975534,32
Hue Thai,Las Vegas,"[Thai, Vietnamese, Chinese, Restaurants]",-115.211199,36.125587,239
Rainbow's End Las Vegas Natural Foods,Las Vegas,"[Food, Grocery, Health & Medical, Nutritionists, Restaurants]",-115.1391949,36.1445199,58
Ali Baba Cuisine,Las Vegas,"[Mediterranean, Middle Eastern, Restaurants]",-115.1162048,36.0292843,60
Giuseppe's Bar & Grille,Las Vegas,"[Nightlife, Bars, Restaurants, Sports Bars, Italian]",-115.279971,36.078642,90
Lino's Pizzeria & Italian Restaurant,North Las Vegas,"[Pizza, Restaurants]",-115.1957943,36.2393385,37
Fireside Restaurant & Tavern,Las Vegas,"[Bars, American (New), Nightlife, Restaurants]",-115.1510466,36.02534349,66
Cugino's Italian Deli,Las Vegas,"[Delis, Restaurants, Pizza, Italian]",-115.1364041,36.106605,302
Man Na,Las Vegas,"[Korean, Restaurants]",-115.2367146,36.1586036,37
Morton's The Steakhouse,Las Vegas,"[Steakhouses, Restaurants]",-115.1531462,36.1148342,149
Bomas Bar & Grill,Las Vegas,"[Bars, American (Traditional), Nightlife, Restaurants]",-115.2785401,36.0423566,31
China A Go Go,North Las Vegas,"[Chinese, Restaurants]",-115.2068887,36.2624136,31
The Maple Tree,Las Vegas,"[Breakfast & Brunch, American (Traditional), Gluten-Free, Restaurants]",-115.2234519,36.1256634,204
Jersey Mike's Subs,Las Vegas,"[Delis, Fast Food, Sandwiches, Restaurants]",-115.1542695,36.1186973,45
Charlie Palmer Steak,Las Vegas,"[Steakhouses, American (New), Restaurants]",-115.1737761,36.0909158,236
Shish Kabob House,Las Vegas,"[Mediterranean, Middle Eastern, Restaurants]",-115.236636,36.114921,178
Wing Stop,Las Vegas,"[Chicken Wings, Restaurants]",-115.0619736,36.16621435,31
Chuck E Cheese's,Las Vegas,"[Pizza, Restaurants]",-115.3079676,36.11342973,32
Angelina's Pizzeria,Las Vegas,"[Pizza, Restaurants]",-115.0468674,36.15805817,39
Chili's Grill & Bar,Las Vegas,"[Bars, Restaurants, Nightlife, Tex-Mex]",-115.1723524,36.0532414,89
Raising Cane's,Las Vegas,"[American (Traditional), Fast Food, Chicken Wings, Restaurants]",-115.2042446,36.15859989,114
Tacos Mexico,Las Vegas,"[Mexican, Restaurants]",-115.1534046,36.1503339,68
Qdoba Mexican Grill,Las Vegas,"[Mexican, Restaurants]",-115.2098642,36.1002283,33
Egg Works,Las Vegas,"[Brasseries, Breakfast & Brunch, American (Traditional), Restaurants]",-115.2955864,36.11451716,335
Samurai Sam's Teriyaki Grill,Las Vegas,"[Japanese, Restaurants]",-115.3073046,36.1135548,43
Mother's Korean Grill,Las Vegas,"[Korean, Barbeque, Restaurants]",-115.1963604,36.1253986,204
Steiner's,Las Vegas,"[Pubs, Bars, American (Traditional), Nightlife, Restaurants]",-115.2768107,36.2190148,59
Denny's Restaurant,Las Vegas,"[Breakfast & Brunch, Restaurants]",-115.1727677,36.1040794,76
Tony's Mexican Food 2,North Las Vegas,"[Mexican, Restaurants]",-115.1822805,36.2390689,45
China Joy,Las Vegas,"[Chinese, Restaurants]",-115.137808,36.011597,28
Capriotti's Sandwich Shop,Las Vegas,"[Sandwiches, Restaurants]",-115.171712,36.0152797,126
Thai Food To Go,Las Vegas,"[Thai, Restaurants]",-115.103766,36.130228,177
California Pizza Kitchen,Las Vegas,"[American (New), Pizza, Restaurants]",-115.1743889,36.12033871,102
Shizen Japanese Restaurant,Las Vegas,"[Sushi Bars, Japanese, Restaurants]",-115.291162,36.175797,37
Seattle Dan's Pizza Pasta & Grinders,Las Vegas,"[Pizza, Restaurants]",-115.2760775,36.1439269,29
Outback Steakhouse,Las Vegas,"[Steakhouses, Restaurants]",-115.171547,36.055728,109
Sonic Drive-In,Las Vegas,"[American (Traditional), Fast Food, Restaurants]",-115.19734,36.116176,130
Khoury's Mediterranean Restaurant,Las Vegas,"[Greek, Mediterranean, Middle Eastern, Restaurants]",-115.2986223,36.0770695,173
La Piazza,Las Vegas,"[Restaurants, Italian]",-115.139396,36.181417,36
Grotto Ristorante,Las Vegas,"[Bars, Restaurants, Nightlife, Italian]",-115.1445575,36.1702644,235
Cypress Street Marketplace,Las Vegas,"[Fast Food, Restaurants]",-115.177901,36.1171675,84
Panevino Deli,Las Vegas,"[Delis, Restaurants, Italian]",-115.162336,36.070665,40
"Arizona Charlie's Boulder Casino, Hotel & RV Resort",Las Vegas,"[Arts & Entertainment, Restaurants, RV Parks, Casinos, Event Planning & Services, Hotels & Travel, American (New), Hotels]",-115.075618,36.1230335,43
"Top This Pizza, Inc.",Las Vegas,"[Italian, Pizza, Chicken Wings, Restaurants]",-115.1386502,36.1008602,28
Ito'y Sariling Atin,Las Vegas,"[Filipino, Restaurants]",-115.1370594,36.14303557,71
Rocco's NY Pizzeria,Las Vegas,"[Pizza, Restaurants]",-115.3329908,36.16122701,184
The Ka,Las Vegas,"[Sushi Bars, Japanese, Restaurants]",-115.0835713,36.0550762,33
Steiner's A Nevada Style Pub,Las Vegas,"[Pubs, Bars, American (Traditional), Nightlife, Restaurants]",-115.1715978,36.0407783,144
Thai Original BBQ,Las Vegas,"[Thai, Restaurants]",-115.1366006,36.1411656,51
Aloha Kitchen,Las Vegas,"[Hawaiian, Restaurants]",-115.078234,36.1592631,75
Joe's Seafood Prime Steak & Stone Crab,Las Vegas,"[Seafood, Steakhouses, Restaurants]",-115.1766881,36.1174528,1023
Little Dumpling,Las Vegas,"[Thai, Chinese, Restaurants]",-115.2613293,36.2800493,41
MIX,Las Vegas,"[Bars, French, Nightlife, Lounges, American (New), Restaurants]",-115.177814,36.0930659,933
Memphis Championship Barbecue,Las Vegas,"[Barbeque, Restaurants]",-115.244204,36.155701,44
Chicago Tasty Dogs,Las Vegas,"[Hot Dogs, Restaurants]",-115.1189623,36.0123098,33
Yassou,Las Vegas,"[Greek, Mediterranean, Restaurants]",-115.263591,36.158669,250
Smith's Food & Drug Centers,Las Vegas,"[Food, Bakeries, Grocery, Sandwiches, Restaurants]",-115.3128559,36.1002484,30
La Salsa,Las Vegas,"[Mexican, Restaurants]",-115.146372,36.124423,48
Mimi's Cafe,Las Vegas,"[Breakfast & Brunch, American (Traditional), Cafes, Restaurants]",-115.2878431,36.2831507,68
L & L Hawaiian Barbecue,Las Vegas,"[Fast Food, Hawaiian, Barbeque, Restaurants]",-115.1375861,36.1426218,48
Chipotle Mexican Grill,Las Vegas,"[Fast Food, Mexican, Restaurants]",-115.1721231,36.0563143,66
Montana Meat Company,Las Vegas,"[Steakhouses, Restaurants]",-115.2691789,36.273996,65
Home Plate Grill & Bar,Las Vegas,"[Bars, American (Traditional), Nightlife, Restaurants, Sports Bars, Pizza]",-115.205633,36.032924,93
Capriotti's Sandwich Shop,Las Vegas,"[Sandwiches, Restaurants]",-115.3098303,36.18336,46
Pho Rose,Las Vegas,"[Vietnamese, Restaurants]",-115.2588414,36.1906225,52
Sushiko,Las Vegas,"[Sushi Bars, Japanese, Restaurants]",-115.2493968,36.2400356,89
Sushi Tower & Steakhouse,Las Vegas,"[Steakhouses, Sushi Bars, Restaurants]",-115.3075865,36.1145538,106
Serrano's Mexican Restaurant,Las Vegas,"[Mexican, Restaurants]",-115.2442755,36.173234,36
Zabas Mexican Grill,Las Vegas,"[Mexican, Restaurants]",-115.2875754,36.2813088,44
Zizzy,Las Vegas,"[Korean, Restaurants, Karaoke, Nightlife]",-115.197904,36.125908,51
Sammy's L.A. Pastrami & Burgers,Las Vegas,"[Burgers, Restaurants]",-115.2081784,36.1154362,167
Zabas Mexican Grill,Las Vegas,"[Mexican, Restaurants]",-115.1177785,36.0095858,57
Frank & Fina's Cocina,Las Vegas,"[Mexican, Restaurants]",-115.3077927,36.1137055,217
Quark's Bar & Restaurant,Las Vegas,"[American (New), Restaurants]",-115.1529193,36.1371122,42
Las Pupusas,Las Vegas,"[Latin American, Salvadoran, Restaurants]",-115.117193,36.101984,66
Nine Fine Irishmen,Las Vegas,"[Pubs, Bars, Nightlife, Irish, Restaurants]",-115.17352,36.103087,580
Baidu China Bistro,Las Vegas,[Restaurants],-115.244096,36.049805,69
Veggie Delight,Las Vegas,"[Vegetarian, Vegan, Restaurants]",-115.1944708,36.1260132,172
The Original Sunrise Cafe,Las Vegas,"[Breakfast & Brunch, American (Traditional), Restaurants]",-115.119129,36.02624,324
Sonic Drive-In,Las Vegas,"[American (Traditional), Fast Food, Restaurants]",-115.2797546,36.0565834,46
Charcoal Room,Las Vegas,"[Bars, Steakhouses, Nightlife, Restaurants]",-115.2398144,36.2476764,71
Sonio's Cafe,Las Vegas,"[Vegetarian, American (Traditional), Cafes, Restaurants]",-115.1930038,36.1593806,74
Applebee's,Las Vegas,"[Bars, American (Traditional), Burgers, Nightlife, Sports Bars, Restaurants]",-115.2027929,36.1589929,28
Panda Express,Las Vegas,"[Fast Food, Chinese, Restaurants]",-115.1696112,36.1214517,41
New China Cuisine,North Las Vegas,"[Chinese, Restaurants]",-115.156051,36.260078,46
Capriotti's Sandwich Shop,Las Vegas,"[Sandwiches, Restaurants]",-115.2981448,36.10099814,46
Kabob Korner,Las Vegas,"[Pakistani, Mediterranean, Halal, Restaurants]",-115.1403955,36.168876,176
El Pollo Loco,Las Vegas,"[Fast Food, Mexican, Restaurants]",-115.1536444,36.0138313,32
Capriotti's Sandwich Shop,Las Vegas,"[Sandwiches, Restaurants]",-115.2531,36.2745727,40
Yogi's Teriyaki,Las Vegas,"[Japanese, Restaurants]",-115.2983219,36.1013118,57
Wingstop,Las Vegas,"[Chicken Wings, Restaurants]",-115.2098642,36.1002283,58
China Ginger,Las Vegas,"[Chinese, Restaurants]",-115.2975745,36.0977777,45
Hennessey's Tavern,Las Vegas,"[Pubs, Irish, Nightlife, Bars, Restaurants]",-115.1416367,36.1694541,162
Pei Wei,Las Vegas,"[Gluten-Free, Asian Fusion, Chinese, Restaurants]",-115.3314012,36.1612,106
Buffalo Wild Wings,Las Vegas,"[Bars, American (Traditional), Sports Bars, Nightlife, Chicken Wings, Restaurants]",-115.314314,36.112082,117
Village Pub and Poker,Las Vegas,"[Arts & Entertainment, Casinos, Nightlife, Restaurants]",-115.1190427,36.0343589,36
PT's,Las Vegas,"[Bars, Pubs, Nightlife, American (New), Sports Bars, Restaurants]",-115.1994302,36.1266315,29
Pepe's Tacos,Las Vegas,"[Mexican, Restaurants]",-115.116461,36.1583137,38
ENVY The Steakhouse,Las Vegas,"[Breakfast & Brunch, Steakhouses, Restaurants]",-115.154017,36.12784,327
Sushi + Sake,Las Vegas,"[Sushi Bars, Japanese, Restaurants]",-115.0917806,36.02217255,35
Enoteca San Marco,Las Vegas,"[Restaurants, Italian]",-115.1823137,36.1407035,250
Nora's Wine Bar and Osteria,Las Vegas,"[Wine Bars, Bars, Restaurants, Nightlife, Italian]",-115.2915112,36.1602235,79
David Burke,Las Vegas,"[American (New), Restaurants]",-115.1823137,36.1407035,83
Buzz BBQ,Las Vegas,"[Barbeque, Restaurants]",-115.2499187,36.240299,103
Pho Vietnamese Cuisine,Las Vegas,"[Vietnamese, Restaurants]",-115.1730752,36.1231538,226
The Carmel Room,Las Vegas,"[Food, Tea Rooms, Breakfast & Brunch, Steakhouses, Restaurants]",-115.28134,36.167,35
Kaizen Fusion Roll and Sushi,Las Vegas,"[Sushi Bars, Japanese, Restaurants]",-115.1519108,36.10846152,274
Hot N Juicy Crawfish,Las Vegas,"[Seafood, American (Traditional), Cajun/Creole, Restaurants]",-115.206306,36.12659258,1142
Archi's Thai Bistro,Las Vegas,"[Thai, Restaurants]",-115.243698,36.073115,365
Rachel's Kitchen,Las Vegas,"[Food, Breakfast & Brunch, Juice Bars & Smoothies, Sandwiches, Restaurants]",-115.3146241,36.12888973,201
Greenberg's Deli,Las Vegas,"[Delis, Pizza, Sandwiches, Restaurants]",-115.1735983,36.1015871,171
Dakao Sandwiches,Las Vegas,"[Vietnamese, Restaurants]",-115.2193567,36.1257314,108
Big Sur Oyster Bar,Las Vegas,"[Seafood, Restaurants]",-115.1747074,36.0113116,142
Zeffirino,Las Vegas,"[Food, Beer, Wine & Spirits, Seafood, Restaurants, Italian]",-115.1823137,36.1407035,258
Tahiti Joe's,Las Vegas,"[American (Traditional), Restaurants]",-115.1715273,36.0596893,38
Fin,Las Vegas,"[Bars, Chinese, Food, Beer, Wine & Spirits, Nightlife, Restaurants]",-115.1739295,36.12203631,93
Narita Sushi Bar,Las Vegas,"[Japanese, Restaurants]",-115.250331,36.219859,30
Riva by Wolfgang Puck,Las Vegas,"[American (New), Restaurants]",-115.146372,36.124423,30
3 Tomatoes and A Mozzarella,Las Vegas,"[Restaurants, Pizza, Italian]",-115.243522,36.07097,54
Winchell's Pub & Grill,Las Vegas,"[Pubs, Bars, American (Traditional), Nightlife, Restaurants]",-115.1637269,36.0564161,64
Yummy Grill & Sushi,Las Vegas,"[Hawaiian, Japanese, Chinese, Restaurants]",-115.1192992,36.0131849,60
Teriyaki Madness,Las Vegas,"[Asian Fusion, Japanese, Hawaiian, Restaurants]",-115.1371384,36.01077652,65
Ming's Table,Las Vegas,"[Chinese, Restaurants]",-115.169667,36.11949,38
The Bagel Cafe,Las Vegas,"[Food, Bagels, Cafes, Delis, Restaurants]",-115.260485,36.1759103,386
Zaba's Mexican Grill,Las Vegas,"[Mexican, Restaurants]",-115.102291,36.115602,44
Ocean One Bar and Grille,Las Vegas,"[American (New), Restaurants]",-115.170512,36.108854,204
Beach Cafe,Las Vegas,"[Burgers, Breakfast & Brunch, Diners, Restaurants]",-115.2244492,36.04838181,149
Buca di Beppo Italian Restaurant,Las Vegas,"[Restaurants, Italian]",-115.2640956,36.1972317,91
Jose Cuervo Tequileria,Las Vegas,"[Mexican, Restaurants]",-115.150967,36.085176,232
Wing Lei,Las Vegas,[Restaurants],-115.1659163,36.1275008,157
Little Macau,Las Vegas,"[Bars, Nightlife, Chinese, Restaurants]",-115.1923641,36.1264829,37
Jollibee,Las Vegas,"[Fast Food, Filipino, Restaurants]",-115.135755,36.118238,102
Capriotti's Sandwich Shop,Las Vegas,"[Sandwiches, Restaurants]",-115.2327211,36.15963403,37
Ginseng Korean BBQ II,Las Vegas,"[Korean, Barbeque, Restaurants]",-115.1724485,36.1050296,125
Jun's Korean Restaurant,Las Vegas,"[Korean, Restaurants]",-115.1158845,36.02929536,163
Stripburger,Las Vegas,"[Burgers, Restaurants]",-115.1682151,36.1275874,504
Firehouse Subs,Las Vegas,"[Delis, Fast Food, Sandwiches, Restaurants]",-115.119349,36.015956,82
Redwood Bar and Grill,Las Vegas,"[Steakhouses, Restaurants]",-115.144747,36.173253,61
Basil 'n Lime,Las Vegas,"[Thai, Restaurants]",-115.2979714,36.1231514,110
Applebee's,Las Vegas,"[Bars, American (Traditional), Burgers, Nightlife, Sports Bars, Restaurants]",-115.2864495,36.1595644,32
Chipotle Mexican Grill,Las Vegas,"[Fast Food, Mexican, Restaurants]",-115.2481079,36.19551468,63
BURGER BRASSERIE,Las Vegas,"[American (Traditional), Restaurants]",-115.170283,36.112648,446
Tropical Breeze Cafe,Las Vegas,"[American (Traditional), Diners, Restaurants]",-115.1723599,36.1160369,81
Planet Dailies,Las Vegas,"[American (Traditional), Restaurants]",-115.172501,36.1100668,429
Austins Steakhouse,North Las Vegas,"[Steakhouses, Restaurants]",-115.1751,36.2224,59
Kapit Bahay,Las Vegas,"[Filipino, Restaurants]",-115.194894,36.126402,44
The Steakhouse at Camelot,Las Vegas,"[Bars, Steakhouses, American (Traditional), Nightlife, Restaurants]",-115.1470586,36.12996911,109
Tommy Rocker's,Las Vegas,"[Bars, American (Traditional), Nightlife, Restaurants]",-115.182324,36.112044,34
Durango Lodge,Las Vegas,"[Dive Bars, Bars, Restaurants, Nightlife, Sports Bars]",-115.279582,36.128563,27
Panera Bread,Las Vegas,"[Soup, Sandwiches, Salad, Restaurants]",-115.2484239,36.1958835,97
NM Cafe,Las Vegas,"[American (New), Restaurants]",-115.173015,36.128269,32
Hachi,Las Vegas,"[Sushi Bars, Japanese, Restaurants]",-115.333833,36.15735,156
